season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
2015,15,sochi,ericsson,1990-09-02,Swedish,sauber,17,,Collision,0.0,20
2015,16,americas,hamilton,1985-01-07,British,mercedes,2,6652703.0,Finished,25.0,1
2015,16,americas,rosberg,1985-06-27,German,mercedes,1,6655553.0,Finished,18.0,2
2015,16,americas,vettel,1987-07-03,German,ferrari,13,6656084.0,Finished,15.0,3
2015,16,americas,max_verstappen,1997-09-30,Dutch,toro_rosso,8,6675062.0,Finished,12.0,4
2015,16,americas,perez,1990-01-26,Mexican,force_india,5,6677116.0,Finished,10.0,5
2015,16,americas,button,1980-01-19,British,mclaren,11,6680761.0,Finished,8.0,6
2015,16,americas,sainz,1994-09-01,Spanish,toro_rosso,20,6683322.0,Finished,6.0,7
2015,16,americas,maldonado,1985-03-09,Venezuelan,lotus_f1,12,6684976.0,Finished,4.0,8
2015,16,americas,nasr,1992-08-21,Brazilian,sauber,15,6692960.0,Finished,2.0,9
2015,16,americas,ricciardo,1989-07-01,Australian,red_bull,3,6706074.0,Finished,1.0,10
2015,16,americas,alonso,1981-07-29,Spanish,mclaren,9,6707519.0,Finished,0.0,11
2015,16,americas,rossi,1991-09-25,American,manor,17,6727980.0,Finished,0.0,12
2015,16,americas,kvyat,1994-04-26,Russian,red_bull,4,,Accident,0.0,13
2015,16,americas,hulkenberg,1987-08-19,German,force_india,6,,Accident,0.0,14
2015,16,americas,ericsson,1990-09-02,Swedish,sauber,14,,Retired,0.0,15
2015,16,americas,raikkonen,1979-10-17,Finnish,ferrari,18,,Brake duct,0.0,16
2015,16,americas,massa,1981-04-25,Brazilian,williams,7,,Retired,0.0,17
2015,16,americas,grosjean,1986-04-17,French,lotus_f1,10,,Retired,0.0,18
2015,16,americas,bottas,1989-08-28,Finnish,williams,16,,Retired,0.0,19
2015,16,americas,stevens,1991-06-28,British,manor,19,,Retired,0.0,20
2015,17,rodriguez,rosberg,1985-06-27,German,mercedes,1,6155038.0,Finished,25.0,1
2015,17,rodriguez,hamilton,1985-01-07,British,mercedes,2,6156992.0,Finished,18.0,2
2015,17,rodriguez,bottas,1989-08-28,Finnish,williams,6,6169630.0,Finished,15.0,3
2015,17,rodriguez,kvyat,1994-04-26,Russian,red_bull,4,6171610.0,Finished,12.0,4
2015,17,rodriguez,ricciardo,1989-07-01,Australian,red_bull,5,6174720.0,Finished,10.0,5
2015,17,rodriguez,massa,1981-04-25,Brazilian,williams,7,6176531.0,Finished,8.0,6
2015,17,rodriguez,hulkenberg,1987-08-19,German,force_india,10,6180898.0,Finished,6.0,7
2015,17,rodriguez,perez,1990-01-26,Mexican,force_india,9,6189381.0,Finished,4.0,8
2015,17,rodriguez,max_verstappen,1997-09-30,Dutch,toro_rosso,8,6190267.0,Finished,2.0,9
2015,17,rodriguez,grosjean,1986-04-17,French,lotus_f1,12,6192972.0,Finished,1.0,10
2015,17,rodriguez,maldonado,1985-03-09,Venezuelan,lotus_f1,13,6193576.0,Finished,0.0,11
2015,17,rodriguez,ericsson,1990-09-02,Swedish,sauber,14,6195218.0,Finished,0.0,12
2015,17,rodriguez,sainz,1994-09-01,Spanish,toro_rosso,11,6203810.0,Finished,0.0,13
2015,17,rodriguez,button,1980-01-19,British,mclaren,20,6204252.0,Finished,0.0,14
2015,17,rodriguez,rossi,1991-09-25,American,manor,16,,+2 Laps,0.0,15
2015,17,rodriguez,stevens,1991-06-28,British,manor,17,,+2 Laps,0.0,16
2015,17,rodriguez,nasr,1992-08-21,Brazilian,sauber,15,,Brakes,0.0,17
2015,17,rodriguez,vettel,1987-07-03,German,ferrari,3,,Accident,0.0,18
2015,17,rodriguez,raikkonen,1979-10-17,Finnish,ferrari,19,,Collision,0.0,19
2015,17,rodriguez,alonso,1981-07-29,Spanish,mclaren,18,,Retired,0.0,20
2015,18,interlagos,rosberg,1985-06-27,German,mercedes,1,5469090.0,Finished,25.0,1
2015,18,interlagos,hamilton,1985-01-07,British,mercedes,2,5476846.0,Finished,18.0,2
2015,18,interlagos,vettel,1987-07-03,German,ferrari,3,5483334.0,Finished,15.0,3
2015,18,interlagos,raikkonen,1979-10-17,Finnish,ferrari,4,5516633.0,Finished,12.0,4
2015,18,interlagos,bottas,1989-08-28,Finnish,williams,7,,+1 Lap,10.0,5
2015,18,interlagos,hulkenberg,1987-08-19,German,force_india,5,,+1 Lap,8.0,6
2015,18,interlagos,kvyat,1994-04-26,Russian,red_bull,6,,+1 Lap,6.0,7
2015,18,interlagos,grosjean,1986-04-17,French,lotus_f1,14,,+1 Lap,4.0,8
2015,18,interlagos,max_verstappen,1997-09-30,Dutch,toro_rosso,9,,+1 Lap,2.0,9
2015,18,interlagos,maldonado,1985-03-09,Venezuelan,lotus_f1,15,,+1 Lap,1.0,10
2015,18,interlagos,ricciardo,1989-07-01,Australian,red_bull,19,,+1 Lap,0.0,11
2015,18,interlagos,perez,1990-01-26,Mexican,force_india,11,,+1 Lap,0.0,12
2015,18,interlagos,nasr,1992-08-21,Brazilian,sauber,13,,+1 Lap,0.0,13
2015,18,interlagos,button,1980-01-19,British,mclaren,16,,+1 Lap,0.0,14
2015,18,interlagos,alonso,1981-07-29,Spanish,mclaren,20,,+1 Lap,0.0,15
2015,18,interlagos,ericsson,1990-09-02,Swedish,sauber,12,,+2 Laps,0.0,16
2015,18,interlagos,stevens,1991-06-28,British,manor,18,,+4 Laps,0.0,17
2015,18,interlagos,rossi,1991-09-25,American,manor,17,,+4 Laps,0.0,18
2015,18,interlagos,sainz,1994-09-01,Spanish,toro_rosso,10,,Retired,0.0,19
2015,18,interlagos,massa,1981-04-25,Brazilian,williams,8,,Excluded,0.0,20
2015,19,yas_marina,rosberg,1985-06-27,German,mercedes,1,5910175.0,Finished,25.0,1
2015,19,yas_marina,hamilton,1985-01-07,British,mercedes,2,5918446.0,Finished,18.0,2
2015,19,yas_marina,raikkonen,1979-10-17,Finnish,ferrari,3,5929605.0,Finished,15.0,3
2015,19,yas_marina,vettel,1987-07-03,German,ferrari,15,5953910.0,Finished,12.0,4
2015,19,yas_marina,perez,1990-01-26,Mexican,force_india,4,5974127.0,Finished,10.0,5
2015,19,yas_marina,ricciardo,1989-07-01,Australian,red_bull,5,5975185.0,Finished,8.0,6
2015,19,yas_marina,hulkenberg,1987-08-19,German,force_india,7,6003793.0,Finished,6.0,7
2015,19,yas_marina,massa,1981-04-25,Brazilian,williams,8,6007926.0,Finished,4.0,8
2015,19,yas_marina,grosjean,1986-04-17,French,lotus_f1,18,6008376.0,Finished,2.0,9
2015,19,yas_marina,kvyat,1994-04-26,Russian,red_bull,9,6012546.0,Finished,1.0,10
2015,19,yas_marina,sainz,1994-09-01,Spanish,toro_rosso,10,6013700.0,Finished,0.0,11
2015,19,yas_marina,button,1980-01-19,British,mclaren,12,,+1 Lap,0.0,12
2015,19,yas_marina,bottas,1989-08-28,Finnish,williams,6,,+1 Lap,0.0,13
2015,19,yas_marina,ericsson,1990-09-02,Swedish,sauber,17,,+1 Lap,0.0,14
2015,19,yas_marina,nasr,1992-08-21,Brazilian,sauber,14,,+1 Lap,0.0,15
2015,19,yas_marina,max_verstappen,1997-09-30,Dutch,toro_rosso,11,,+1 Lap,0.0,16
2015,19,yas_marina,alonso,1981-07-29,Spanish,mclaren,16,,+2 Laps,0.0,17
2015,19,yas_marina,stevens,1991-06-28,British,manor,19,,+2 Laps,0.0,18
2015,19,yas_marina,merhi,1991-03-22,Spanish,manor,20,,+3 Laps,0.0,19
2015,19,yas_marina,maldonado,1985-03-09,Venezuelan,lotus_f1,13,,Collision,0.0,20
2016,1,albert_park,rosberg,1985-06-27,German,mercedes,2,6495565.0,Finished,25.0,1
2016,1,albert_park,hamilton,1985-01-07,British,mercedes,1,6503625.0,Finished,18.0,2
2016,1,albert_park,vettel,1987-07-03,German,ferrari,3,6505208.0,Finished,15.0,3
2016,1,albert_park,ricciardo,1989-07-01,Australian,red_bull,8,6519895.0,Finished,12.0,4
2016,1,albert_park,massa,1981-04-25,Brazilian,williams,6,6554544.0,Finished,10.0,5
2016,1,albert_park,grosjean,1986-04-17,French,haas,19,6567646.0,Finished,8.0,6
2016,1,albert_park,hulkenberg,1987-08-19,German,force_india,10,6569764.0,Finished,6.0,7
2016,1,albert_park,bottas,1989-08-28,Finnish,williams,16,6570718.0,Finished,4.0,8
2016,1,albert_park,sainz,1994-09-01,Spanish,toro_rosso,7,6571245.0,Finished,2.0,9
2016,1,albert_park,max_verstappen,1997-09-30,Dutch,toro_rosso,5,6572398.0,Finished,1.0,10
2016,1,albert_park,jolyon_palmer,1991-01-20,British,renault,13,6578964.0,Finished,0.0,11
2016,1,albert_park,kevin_magnussen,1992-10-05,Danish,renault,14,6581171.0,Finished,0.0,12
2016,1,albert_park,perez,1990-01-26,Mexican,force_india,9,6587264.0,Finished,0.0,13
2016,1,albert_park,button,1980-01-19,British,mclaren,12,,+1 Lap,0.0,14
2016,1,albert_park,nasr,1992-08-21,Brazilian,sauber,17,,+1 Lap,0.0,15
2016,1,albert_park,wehrlein,1994-10-18,German,manor,21,,+1 Lap,0.0,16
2016,1,albert_park,ericsson,1990-09-02,Swedish,sauber,15,,Engine,0.0,17
2016,1,albert_park,raikkonen,1979-10-17,Finnish,ferrari,4,,Engine,0.0,18
2016,1,albert_park,haryanto,1993-01-22,Indonesian,manor,22,,Mechanical,0.0,19
2016,1,albert_park,gutierrez,1991-08-05,Mexican,haas,20,,Collision,0.0,20
2016,1,albert_park,alonso,1981-07-29,Spanish,mclaren,11,,Collision,0.0,21
2016,1,albert_park,kvyat,1994-04-26,Russian,red_bull,18,,Retired,0.0,22
2016,2,bahrain,rosberg,1985-06-27,German,mercedes,2,5614696.0,Finished,25.0,1
2016,2,bahrain,raikkonen,1979-10-17,Finnish,ferrari,4,5624978.0,Finished,18.0,2
2016,2,bahrain,hamilton,1985-01-07,British,mercedes,1,5644844.0,Finished,15.0,3
2016,2,bahrain,ricciardo,1989-07-01,Australian,red_bull,5,5677190.0,Finished,12.0,4
2016,2,bahrain,grosjean,1986-04-17,French,haas,9,5692995.0,Finished,10.0,5
2016,2,bahrain,max_verstappen,1997-09-30,Dutch,toro_rosso,10,5695625.0,Finished,8.0,6
2016,2,bahrain,kvyat,1994-04-26,Russian,red_bull,15,,+1 Lap,6.0,7
2016,2,bahrain,massa,1981-04-25,Brazilian,williams,7,,+1 Lap,4.0,8
2016,2,bahrain,bottas,1989-08-28,Finnish,williams,6,,+1 Lap,2.0,9
2016,2,bahrain,vandoorne,1992-03-26,Belgian,mclaren,12,,+1 Lap,1.0,10
2016,2,bahrain,kevin_magnussen,1992-10-05,Danish,renault,22,,+1 Lap,0.0,11
2016,2,bahrain,ericsson,1990-09-02,Swedish,sauber,17,,+1 Lap,0.0,12
2016,2,bahrain,wehrlein,1994-10-18,German,manor,16,,+1 Lap,0.0,13
2016,2,bahrain,nasr,1992-08-21,Brazilian,sauber,21,,+1 Lap,0.0,14
2016,2,bahrain,hulkenberg,1987-08-19,German,force_india,8,,+1 Lap,0.0,15
2016,2,bahrain,perez,1990-01-26,Mexican,force_india,18,,+1 Lap,0.0,16
2016,2,bahrain,haryanto,1993-01-22,Indonesian,manor,20,,+1 Lap,0.0,17
2016,2,bahrain,sainz,1994-09-01,Spanish,toro_rosso,11,,Retired,0.0,18
2016,2,bahrain,gutierrez,1991-08-05,Mexican,haas,13,,Retired,0.0,19
2016,2,bahrain,button,1980-01-19,British,mclaren,14,,Power Unit,0.0,20
2016,2,bahrain,vettel,1987-07-03,German,ferrari,3,,Engine,0.0,21
2016,2,bahrain,jolyon_palmer,1991-01-20,British,renault,19,,Hydraulics,0.0,22
2016,3,shanghai,rosberg,1985-06-27,German,mercedes,1,5933891.0,Finished,25.0,1
2016,3,shanghai,vettel,1987-07-03,German,ferrari,4,5971667.0,Finished,18.0,2
2016,3,shanghai,kvyat,1994-04-26,Russian,red_bull,6,5979827.0,Finished,15.0,3
2016,3,shanghai,ricciardo,1989-07-01,Australian,red_bull,2,5986579.0,Finished,12.0,4
2016,3,shanghai,raikkonen,1979-10-17,Finnish,ferrari,3,5999763.0,Finished,10.0,5
2016,3,shanghai,massa,1981-04-25,Brazilian,williams,10,6009402.0,Finished,8.0,6
2016,3,shanghai,hamilton,1985-01-07,British,mercedes,22,6012121.0,Finished,6.0,7
2016,3,shanghai,max_verstappen,1997-09-30,Dutch,toro_rosso,9,6013159.0,Finished,4.0,8
2016,3,shanghai,sainz,1994-09-01,Spanish,toro_rosso,8,6018018.0,Finished,2.0,9
2016,3,shanghai,bottas,1989-08-28,Finnish,williams,5,6020083.0,Finished,1.0,10
2016,3,shanghai,perez,1990-01-26,Mexican,force_india,7,6028174.0,Finished,0.0,11
2016,3,shanghai,alonso,1981-07-29,Spanish,mclaren,11,6031144.0,Finished,0.0,12
2016,3,shanghai,button,1980-01-19,British,mclaren,12,6035881.0,Finished,0.0,13
2016,3,shanghai,gutierrez,1991-08-05,Mexican,haas,18,,+1 Lap,0.0,14
2016,3,shanghai,hulkenberg,1987-08-19,German,force_india,13,,+1 Lap,0.0,15
2016,3,shanghai,ericsson,1990-09-02,Swedish,sauber,15,,+1 Lap,0.0,16
2016,3,shanghai,kevin_magnussen,1992-10-05,Danish,renault,17,,+1 Lap,0.0,17
2016,3,shanghai,wehrlein,1994-10-18,German,manor,21,,+1 Lap,0.0,18
2016,3,shanghai,grosjean,1986-04-17,French,haas,14,,+1 Lap,0.0,19
2016,3,shanghai,nasr,1992-08-21,Brazilian,sauber,16,,+1 Lap,0.0,20
2016,3,shanghai,haryanto,1993-01-22,Indonesian,manor,20,,+1 Lap,0.0,21
2016,3,shanghai,jolyon_palmer,1991-01-20,British,renault,19,,+1 Lap,0.0,22
2016,4,sochi,rosberg,1985-06-27,German,mercedes,1,5561997.0,Finished,25.0,1
2016,4,sochi,hamilton,1985-01-07,British,mercedes,10,5587019.0,Finished,18.0,2
2016,4,sochi,raikkonen,1979-10-17,Finnish,ferrari,3,5593995.0,Finished,15.0,3
2016,4,sochi,bottas,1989-08-28,Finnish,williams,2,5612214.0,Finished,12.0,4
2016,4,sochi,massa,1981-04-25,Brazilian,williams,4,5636424.0,Finished,10.0,5
2016,4,sochi,alonso,1981-07-29,Spanish,mclaren,14,,+1 Lap,8.0,6
2016,4,sochi,kevin_magnussen,1992-10-05,Danish,renault,17,,+1 Lap,6.0,7
2016,4,sochi,grosjean,1986-04-17,French,haas,15,,+1 Lap,4.0,8
2016,4,sochi,perez,1990-01-26,Mexican,force_india,6,,+1 Lap,2.0,9
2016,4,sochi,button,1980-01-19,British,mclaren,12,,+1 Lap,1.0,10
2016,4,sochi,ricciardo,1989-07-01,Australian,red_bull,5,,+1 Lap,0.0,11
2016,4,sochi,sainz,1994-09-01,Spanish,toro_rosso,11,,+1 Lap,0.0,12
2016,4,sochi,jolyon_palmer,1991-01-20,British,renault,18,,+1 Lap,0.0,13
2016,4,sochi,ericsson,1990-09-02,Swedish,sauber,22,,+1 Lap,0.0,14
2016,4,sochi,kvyat,1994-04-26,Russian,red_bull,8,,+1 Lap,0.0,15
2016,4,sochi,nasr,1992-08-21,Brazilian,sauber,19,,+1 Lap,0.0,16
2016,4,sochi,gutierrez,1991-08-05,Mexican,haas,16,,+1 Lap,0.0,17
2016,4,sochi,wehrlein,1994-10-18,German,manor,20,,+2 Laps,0.0,18
2016,4,sochi,max_verstappen,1997-09-30,Dutch,toro_rosso,9,,Power Unit,0.0,19
2016,4,sochi,vettel,1987-07-03,German,ferrari,7,,Collision,0.0,20
2016,4,sochi,hulkenberg,1987-08-19,German,force_india,13,,Collision,0.0,21
2016,4,sochi,haryanto,1993-01-22,Indonesian,manor,21,,Collision,0.0,22
2016,5,catalunya,max_verstappen,1997-09-30,Dutch,red_bull,4,6100017.0,Finished,25.0,1
2016,5,catalunya,raikkonen,1979-10-17,Finnish,ferrari,5,6100633.0,Finished,18.0,2
2016,5,catalunya,vettel,1987-07-03,German,ferrari,6,6105598.0,Finished,15.0,3
2016,5,catalunya,ricciardo,1989-07-01,Australian,red_bull,3,6143967.0,Finished,12.0,4
2016,5,catalunya,bottas,1989-08-28,Finnish,williams,7,6145288.0,Finished,10.0,5
2016,5,catalunya,sainz,1994-09-01,Spanish,toro_rosso,8,6161412.0,Finished,8.0,6
2016,5,catalunya,perez,1990-01-26,Mexican,force_india,9,6179555.0,Finished,6.0,7
2016,5,catalunya,massa,1981-04-25,Brazilian,williams,18,6180724.0,Finished,4.0,8
2016,5,catalunya,button,1980-01-19,British,mclaren,12,,+1 Lap,2.0,9
2016,5,catalunya,kvyat,1994-04-26,Russian,toro_rosso,13,,+1 Lap,1.0,10
2016,5,catalunya,gutierrez,1991-08-05,Mexican,haas,16,,+1 Lap,0.0,11
2016,5,catalunya,ericsson,1990-09-02,Swedish,sauber,19,,+1 Lap,0.0,12
2016,5,catalunya,jolyon_palmer,1991-01-20,British,renault,17,,+1 Lap,0.0,13
2016,5,catalunya,kevin_magnussen,1992-10-05,Danish,renault,15,,+1 Lap,0.0,14
2016,5,catalunya,nasr,1992-08-21,Brazilian,sauber,20,,+1 Lap,0.0,15
2016,5,catalunya,wehrlein,1994-10-18,German,manor,21,,+1 Lap,0.0,16
2016,5,catalunya,haryanto,1993-01-22,Indonesian,manor,22,,+1 Lap,0.0,17
2016,5,catalunya,grosjean,1986-04-17,French,haas,14,,Engine,0.0,18
2016,5,catalunya,alonso,1981-07-29,Spanish,mclaren,10,,Engine,0.0,19
2016,5,catalunya,hulkenberg,1987-08-19,German,force_india,11,,Engine,0.0,20
2016,5,catalunya,hamilton,1985-01-07,British,mercedes,1,,Collision,0.0,21
2016,5,catalunya,rosberg,1985-06-27,German,mercedes,2,,Collision,0.0,22
2016,6,monaco,hamilton,1985-01-07,British,mercedes,3,7169133.0,Finished,25.0,1
2016,6,monaco,ricciardo,1989-07-01,Australian,red_bull,1,7176385.0,Finished,18.0,2
2016,6,monaco,perez,1990-01-26,Mexican,force_india,7,7182958.0,Finished,15.0,3
2016,6,monaco,vettel,1987-07-03,German,ferrari,4,7184979.0,Finished,12.0,4
2016,6,monaco,alonso,1981-07-29,Spanish,mclaren,9,7254209.0,Finished,10.0,5
2016,6,monaco,hulkenberg,1987-08-19,German,force_india,5,7262132.0,Finished,8.0,6
2016,6,monaco,rosberg,1985-06-27,German,mercedes,2,7262423.0,Finished,6.0,7
2016,6,monaco,sainz,1994-09-01,Spanish,toro_rosso,6,,+1 Lap,4.0,8
2016,6,monaco,button,1980-01-19,British,mclaren,13,,+1 Lap,2.0,9
2016,6,monaco,massa,1981-04-25,Brazilian,williams,14,,+1 Lap,1.0,10
2016,6,monaco,gutierrez,1991-08-05,Mexican,haas,12,,+1 Lap,0.0,11
2016,6,monaco,bottas,1989-08-28,Finnish,williams,10,,+1 Lap,0.0,12
2016,6,monaco,grosjean,1986-04-17,French,haas,15,,+2 Laps,0.0,13
2016,6,monaco,wehrlein,1994-10-18,German,manor,20,,+2 Laps,0.0,14
2016,6,monaco,haryanto,1993-01-22,Indonesian,manor,19,,+4 Laps,0.0,15
2016,6,monaco,ericsson,1990-09-02,Swedish,sauber,17,,Collision,0.0,16
2016,6,monaco,nasr,1992-08-21,Brazilian,sauber,0,,Retired,0.0,17
2016,6,monaco,max_verstappen,1997-09-30,Dutch,red_bull,0,,Accident,0.0,18
2016,6,monaco,kevin_magnussen,1992-10-05,Danish,renault,16,,Retired,0.0,19
2016,6,monaco,kvyat,1994-04-26,Russian,toro_rosso,8,,Accident,0.0,20
2016,6,monaco,raikkonen,1979-10-17,Finnish,ferrari,11,,Accident,0.0,21
2016,6,monaco,jolyon_palmer,1991-01-20,British,renault,18,,Accident,0.0,22
2016,7,villeneuve,hamilton,1985-01-07,British,mercedes,1,5465296.0,Finished,25.0,1
2016,7,villeneuve,vettel,1987-07-03,German,ferrari,3,5470307.0,Finished,18.0,2
2016,7,villeneuve,bottas,1989-08-28,Finnish,williams,7,5511718.0,Finished,15.0,3
2016,7,villeneuve,max_verstappen,1997-09-30,Dutch,red_bull,5,5518316.0,Finished,12.0,4
2016,7,villeneuve,rosberg,1985-06-27,German,mercedes,2,5527389.0,Finished,10.0,5
2016,7,villeneuve,raikkonen,1979-10-17,Finnish,ferrari,6,5528313.0,Finished,8.0,6
2016,7,villeneuve,ricciardo,1989-07-01,Australian,red_bull,4,5528930.0,Finished,6.0,7
2016,7,villeneuve,hulkenberg,1987-08-19,German,force_india,9,,+1 Lap,4.0,8
2016,7,villeneuve,sainz,1994-09-01,Spanish,toro_rosso,20,,+1 Lap,2.0,9
2016,7,villeneuve,perez,1990-01-26,Mexican,force_india,11,,+1 Lap,1.0,10
2016,7,villeneuve,alonso,1981-07-29,Spanish,mclaren,10,,+1 Lap,0.0,11
2016,7,villeneuve,kvyat,1994-04-26,Russian,toro_rosso,15,,+1 Lap,0.0,12
2016,7,villeneuve,gutierrez,1991-08-05,Mexican,haas,13,,+2 Laps,0.0,13
2016,7,villeneuve,grosjean,1986-04-17,French,haas,14,,+2 Laps,0.0,14
2016,7,villeneuve,ericsson,1990-09-02,Swedish,sauber,21,,+2 Laps,0.0,15
2016,7,villeneuve,kevin_magnussen,1992-10-05,Danish,renault,22,,+2 Laps,0.0,16
2016,7,villeneuve,wehrlein,1994-10-18,German,manor,17,,+2 Laps,0.0,17
2016,7,villeneuve,nasr,1992-08-21,Brazilian,sauber,18,,+2 Laps,0.0,18
2016,7,villeneuve,haryanto,1993-01-22,Indonesian,manor,19,,+2 Laps,0.0,19
2016,7,villeneuve,massa,1981-04-25,Brazilian,williams,8,,Retired,0.0,20
2016,7,villeneuve,jolyon_palmer,1991-01-20,British,renault,16,,Retired,0.0,21
2016,7,villeneuve,button,1980-01-19,British,mclaren,12,,Power Unit,0.0,22
2016,8,baku,rosberg,1985-06-27,German,mercedes,1,5572366.0,Finished,25.0,1
2016,8,baku,vettel,1987-07-03,German,ferrari,3,5589062.0,Finished,18.0,2
2016,8,baku,perez,1990-01-26,Mexican,force_india,7,5597607.0,Finished,15.0,3
2016,8,baku,raikkonen,1979-10-17,Finnish,ferrari,4,5605468.0,Finished,12.0,4
2016,8,baku,hamilton,1985-01-07,British,mercedes,10,5628701.0,Finished,10.0,5
2016,8,baku,bottas,1989-08-28,Finnish,williams,8,5633252.0,Finished,8.0,6
2016,8,baku,ricciardo,1989-07-01,Australian,red_bull,2,5641595.0,Finished,6.0,7
2016,8,baku,max_verstappen,1997-09-30,Dutch,red_bull,9,5643062.0,Finished,4.0,8
2016,8,baku,hulkenberg,1987-08-19,German,force_india,12,5650074.0,Finished,2.0,9
2016,8,baku,massa,1981-04-25,Brazilian,williams,5,5657741.0,Finished,1.0,10
2016,8,baku,button,1980-01-19,British,mclaren,19,5677183.0,Finished,0.0,11
2016,8,baku,nasr,1992-08-21,Brazilian,sauber,15,,+1 Lap,0.0,12
2016,8,baku,grosjean,1986-04-17,French,haas,11,,+1 Lap,0.0,13
2016,8,baku,kevin_magnussen,1992-10-05,Danish,renault,22,,+1 Lap,0.0,14
2016,8,baku,jolyon_palmer,1991-01-20,British,renault,21,,+1 Lap,0.0,15
2016,8,baku,gutierrez,1991-08-05,Mexican,haas,14,,+1 Lap,0.0,16
2016,8,baku,ericsson,1990-09-02,Swedish,sauber,20,,+1 Lap,0.0,17
2016,8,baku,haryanto,1993-01-22,Indonesian,manor,16,,+2 Laps,0.0,18
2016,8,baku,alonso,1981-07-29,Spanish,mclaren,13,,Gearbox,0.0,19
2016,8,baku,wehrlein,1994-10-18,German,manor,17,,Brakes,0.0,20
2016,8,baku,sainz,1994-09-01,Spanish,toro_rosso,18,,Suspension,0.0,21
2016,8,baku,kvyat,1994-04-26,Russian,toro_rosso,6,,Suspension,0.0,22
2016,9,red_bull_ring,hamilton,1985-01-07,British,mercedes,1,5258107.0,Finished,25.0,1
2016,9,red_bull_ring,max_verstappen,1997-09-30,Dutch,red_bull,8,5263826.0,Finished,18.0,2
2016,9,red_bull_ring,raikkonen,1979-10-17,Finnish,ferrari,4,5264131.0,Finished,15.0,3
2016,9,red_bull_ring,rosberg,1985-06-27,German,mercedes,6,5274817.0,Finished,12.0,4
2016,9,red_bull_ring,ricciardo,1989-07-01,Australian,red_bull,5,5289088.0,Finished,10.0,5
2016,9,red_bull_ring,button,1980-01-19,British,mclaren,3,5295813.0,Finished,8.0,6
2016,9,red_bull_ring,grosjean,1986-04-17,French,haas,13,5302775.0,Finished,6.0,7
2016,9,red_bull_ring,sainz,1994-09-01,Spanish,toro_rosso,15,5305507.0,Finished,4.0,8
2016,9,red_bull_ring,bottas,1989-08-28,Finnish,williams,7,,+1 Lap,2.0,9
2016,9,red_bull_ring,wehrlein,1994-10-18,German,manor,12,,+1 Lap,1.0,10
2016,9,red_bull_ring,gutierrez,1991-08-05,Mexican,haas,11,,+1 Lap,0.0,11
2016,9,red_bull_ring,jolyon_palmer,1991-01-20,British,renault,19,,+1 Lap,0.0,12
2016,9,red_bull_ring,nasr,1992-08-21,Brazilian,sauber,21,,+1 Lap,0.0,13
2016,9,red_bull_ring,kevin_magnussen,1992-10-05,Danish,renault,17,,+1 Lap,0.0,14
2016,9,red_bull_ring,ericsson,1990-09-02,Swedish,sauber,18,,+1 Lap,0.0,15
2016,9,red_bull_ring,haryanto,1993-01-22,Indonesian,manor,20,,+1 Lap,0.0,16
2016,9,red_bull_ring,perez,1990-01-26,Mexican,force_india,16,,Brakes,0.0,17
2016,9,red_bull_ring,alonso,1981-07-29,Spanish,mclaren,14,,Battery,0.0,18
2016,9,red_bull_ring,hulkenberg,1987-08-19,German,force_india,2,,Brakes,0.0,19
2016,9,red_bull_ring,massa,1981-04-25,Brazilian,williams,0,,Brakes,0.0,20
2016,9,red_bull_ring,vettel,1987-07-03,German,ferrari,9,,Tyre,0.0,21
2016,9,red_bull_ring,kvyat,1994-04-26,Russian,toro_rosso,0,,Retired,0.0,22
2016,10,silverstone,hamilton,1985-01-07,British,mercedes,1,5695831.0,Finished,25.0,1
2016,10,silverstone,max_verstappen,1997-09-30,Dutch,red_bull,3,5704081.0,Finished,18.0,2
2016,10,silverstone,rosberg,1985-06-27,German,mercedes,2,5712742.0,Finished,15.0,3
2016,10,silverstone,ricciardo,1989-07-01,Australian,red_bull,4,5722042.0,Finished,12.0,4
2016,10,silverstone,raikkonen,1979-10-17,Finnish,ferrari,5,5765574.0,Finished,10.0,5
2016,10,silverstone,perez,1990-01-26,Mexican,force_india,10,5772772.0,Finished,8.0,6
2016,10,silverstone,hulkenberg,1987-08-19,German,force_india,8,5773543.0,Finished,6.0,7
2016,10,silverstone,sainz,1994-09-01,Spanish,toro_rosso,7,5781689.0,Finished,4.0,8
2016,10,silverstone,vettel,1987-07-03,German,ferrari,11,5787485.0,Finished,2.0,9
2016,10,silverstone,kvyat,1994-04-26,Russian,toro_rosso,15,5788431.0,Finished,1.0,10
2016,10,silverstone,massa,1981-04-25,Brazilian,williams,12,,+1 Lap,0.0,11
2016,10,silverstone,button,1980-01-19,British,mclaren,17,,+1 Lap,0.0,12
2016,10,silverstone,alonso,1981-07-29,Spanish,mclaren,9,,+1 Lap,0.0,13
2016,10,silverstone,bottas,1989-08-28,Finnish,williams,6,,+1 Lap,0.0,14
2016,10,silverstone,nasr,1992-08-21,Brazilian,sauber,21,,+1 Lap,0.0,15
2016,10,silverstone,gutierrez,1991-08-05,Mexican,haas,14,,+1 Lap,0.0,16
2016,10,silverstone,kevin_magnussen,1992-10-05,Danish,renault,16,,Gearbox,0.0,17
2016,10,silverstone,jolyon_palmer,1991-01-20,British,renault,18,,Gearbox,0.0,18
2016,10,silverstone,haryanto,1993-01-22,Indonesian,manor,19,,Spun off,0.0,19
