season,round,lap,driver,position,time
2014,10,9,ricciardo,10,1:23.947
2014,10,9,hamilton,11,1:23.680
2014,10,9,sutil,12,1:23.586
2014,10,9,gutierrez,13,1:24.414
2014,10,9,maldonado,14,1:24.488
2014,10,9,grosjean,15,1:24.526
2014,10,9,kvyat,16,1:36.769
2014,10,9,jules_bianchi,17,1:24.960
2014,10,9,kevin_magnussen,18,1:23.647
2014,10,9,chilton,19,1:25.652
2014,10,9,kobayashi,20,1:25.498
2014,10,9,ericsson,21,1:25.407
2014,10,10,rosberg,1,1:22.081
2014,10,10,bottas,2,1:22.797
2014,10,10,vettel,3,1:23.081
2014,10,10,alonso,4,1:23.368
2014,10,10,hulkenberg,5,1:23.858
2014,10,10,button,6,1:23.877
2014,10,10,perez,7,1:24.752
2014,10,10,raikkonen,8,1:24.385
2014,10,10,ricciardo,9,1:23.810
2014,10,10,hamilton,10,1:23.752
2014,10,10,vergne,11,1:25.459
2014,10,10,sutil,12,1:24.477
2014,10,10,gutierrez,13,1:24.134
2014,10,10,maldonado,14,1:23.937
2014,10,10,grosjean,15,1:24.630
2014,10,10,jules_bianchi,16,1:24.892
2014,10,10,kevin_magnussen,17,1:24.345
2014,10,10,chilton,18,1:25.547
2014,10,10,kobayashi,19,1:26.227
2014,10,10,kvyat,20,1:38.948
2014,10,10,ericsson,21,1:25.473
2014,10,11,rosberg,1,1:22.203
2014,10,11,bottas,2,1:23.119
2014,10,11,vettel,3,1:23.244
2014,10,11,alonso,4,1:23.243
2014,10,11,hulkenberg,5,1:23.959
2014,10,11,button,6,1:24.171
2014,10,11,perez,7,1:24.785
2014,10,11,ricciardo,8,1:24.183
2014,10,11,raikkonen,9,1:25.845
2014,10,11,hamilton,10,1:25.087
2014,10,11,vergne,11,1:24.765
2014,10,11,sutil,12,1:24.384
2014,10,11,gutierrez,13,1:24.547
2014,10,11,maldonado,14,1:24.133
2014,10,11,grosjean,15,1:24.691
2014,10,11,kevin_magnussen,16,1:23.530
2014,10,11,jules_bianchi,17,1:25.336
2014,10,11,chilton,18,1:25.423
2014,10,11,kobayashi,19,1:25.709
2014,10,11,kvyat,20,1:23.330
2014,10,11,ericsson,21,1:25.907
2014,10,12,rosberg,1,1:22.466
2014,10,12,bottas,2,1:23.476
2014,10,12,vettel,3,1:23.663
2014,10,12,alonso,4,1:26.240
2014,10,12,hulkenberg,5,1:24.091
2014,10,12,button,6,1:24.158
2014,10,12,perez,7,1:24.710
2014,10,12,ricciardo,8,1:24.579
2014,10,12,raikkonen,9,1:24.204
2014,10,12,hamilton,10,1:24.142
2014,10,12,vergne,11,1:24.677
2014,10,12,sutil,12,1:24.677
2014,10,12,gutierrez,13,1:24.787
2014,10,12,maldonado,14,1:24.000
2014,10,12,grosjean,15,1:24.689
2014,10,12,kevin_magnussen,16,1:24.083
2014,10,12,jules_bianchi,17,1:24.764
2014,10,12,chilton,18,1:25.603
2014,10,12,kobayashi,19,1:26.403
2014,10,12,kvyat,20,1:23.633
2014,10,12,ericsson,21,1:25.859
2014,10,13,rosberg,1,1:22.748
2014,10,13,bottas,2,1:23.604
2014,10,13,vettel,3,1:23.892
2014,10,13,hulkenberg,4,1:24.220
2014,10,13,button,5,1:27.358
2014,10,13,perez,6,1:25.159
2014,10,13,hamilton,7,1:24.096
2014,10,13,raikkonen,8,1:25.819
2014,10,13,sutil,9,1:24.785
2014,10,13,alonso,10,1:37.586
2014,10,13,ricciardo,11,1:28.637
2014,10,13,vergne,12,1:27.963
2014,10,13,gutierrez,13,1:25.056
2014,10,13,maldonado,14,1:24.020
2014,10,13,grosjean,15,1:24.418
2014,10,13,kevin_magnussen,16,1:24.109
2014,10,13,jules_bianchi,17,1:24.894
2014,10,13,chilton,18,1:25.813
2014,10,13,kobayashi,19,1:25.758
2014,10,13,kvyat,20,1:24.556
2014,10,13,ericsson,21,1:26.037
2014,10,14,rosberg,1,1:22.991
2014,10,14,bottas,2,1:23.631
2014,10,14,vettel,3,1:26.798
2014,10,14,hulkenberg,4,1:27.237
2014,10,14,hamilton,5,1:23.548
2014,10,14,raikkonen,6,1:24.987
2014,10,14,alonso,7,1:23.830
2014,10,14,sutil,8,1:25.186
2014,10,14,perez,9,1:29.891
2014,10,14,maldonado,10,1:24.583
2014,10,14,gutierrez,11,1:28.597
2014,10,14,grosjean,12,1:25.029
2014,10,14,kevin_magnussen,13,1:24.528
2014,10,14,button,14,1:40.677
2014,10,14,jules_bianchi,15,1:25.220
2014,10,14,ricciardo,16,1:37.480
2014,10,14,vergne,17,1:38.891
2014,10,14,chilton,18,1:26.911
2014,10,14,kvyat,19,1:24.532
2014,10,14,kobayashi,20,1:27.817
2014,10,14,ericsson,21,1:26.232
2014,10,15,rosberg,1,1:26.395
2014,10,15,bottas,2,1:26.787
2014,10,15,hamilton,3,1:22.352
2014,10,15,vettel,4,1:37.883
2014,10,15,alonso,5,1:23.898
2014,10,15,raikkonen,6,1:25.321
2014,10,15,sutil,7,1:24.981
2014,10,15,maldonado,8,1:24.259
2014,10,15,hulkenberg,9,1:38.132
2014,10,15,button,10,1:22.914
2014,10,15,kevin_magnussen,11,1:24.541
2014,10,15,grosjean,12,1:26.246
2014,10,15,jules_bianchi,13,1:25.226
2014,10,15,ricciardo,14,1:23.771
2014,10,15,vergne,15,1:23.866
2014,10,15,perez,16,1:40.376
2014,10,15,kvyat,17,1:24.294
2014,10,15,gutierrez,18,1:40.038
2014,10,15,chilton,19,1:27.886
2014,10,15,kobayashi,20,1:30.825
2014,10,15,ericsson,21,1:26.319
2014,10,16,rosberg,1,1:37.954
2014,10,16,hamilton,2,1:22.590
2014,10,16,bottas,3,1:37.186
2014,10,16,vettel,4,1:22.727
2014,10,16,alonso,5,1:23.269
2014,10,16,raikkonen,6,1:24.579
2014,10,16,hulkenberg,7,1:23.124
2014,10,16,maldonado,8,1:25.925
2014,10,16,sutil,9,1:28.261
2014,10,16,button,10,1:23.479
2014,10,16,kevin_magnussen,11,1:24.455
2014,10,16,grosjean,12,1:25.042
2014,10,16,ricciardo,13,1:23.512
2014,10,16,jules_bianchi,14,1:25.681
2014,10,16,vergne,15,1:24.292
2014,10,16,perez,16,1:22.912
2014,10,16,kvyat,17,1:24.051
2014,10,16,gutierrez,18,1:23.553
2014,10,16,chilton,19,1:30.415
2014,10,16,kobayashi,20,1:39.975
2014,10,16,ericsson,21,1:26.582
2014,10,17,rosberg,1,1:22.657
2014,10,17,hamilton,2,1:22.428
2014,10,17,bottas,3,1:22.382
2014,10,17,vettel,4,1:22.614
2014,10,17,alonso,5,1:23.109
2014,10,17,raikkonen,6,1:24.155
2014,10,17,hulkenberg,7,1:23.158
2014,10,17,maldonado,8,1:24.650
2014,10,17,button,9,1:23.508
2014,10,17,kevin_magnussen,10,1:24.475
2014,10,17,grosjean,11,1:24.594
2014,10,17,ricciardo,12,1:23.091
2014,10,17,jules_bianchi,13,1:24.983
2014,10,17,vergne,14,1:23.666
2014,10,17,perez,15,1:23.615
2014,10,17,kvyat,16,1:24.661
2014,10,17,sutil,17,1:39.874
2014,10,17,gutierrez,18,1:23.896
2014,10,17,kobayashi,19,1:24.202
2014,10,17,chilton,20,1:44.020
2014,10,17,ericsson,21,1:26.901
2014,10,18,rosberg,1,1:22.255
2014,10,18,hamilton,2,1:22.440
2014,10,18,bottas,3,1:22.398
2014,10,18,vettel,4,1:23.036
2014,10,18,alonso,5,1:23.344
2014,10,18,raikkonen,6,1:24.296
2014,10,18,hulkenberg,7,1:23.185
2014,10,18,button,8,1:22.939
2014,10,18,kevin_magnussen,9,1:23.943
2014,10,18,maldonado,10,1:28.396
2014,10,18,ricciardo,11,1:23.070
2014,10,18,grosjean,12,1:25.188
2014,10,18,vergne,13,1:23.301
2014,10,18,perez,14,1:23.482
2014,10,18,jules_bianchi,15,1:26.570
2014,10,18,sutil,16,1:23.613
2014,10,18,kvyat,17,1:25.011
2014,10,18,gutierrez,18,1:24.813
2014,10,18,kobayashi,19,1:24.977
2014,10,18,chilton,20,1:24.333
2014,10,18,ericsson,21,1:30.741
2014,10,19,rosberg,1,1:22.073
2014,10,19,hamilton,2,1:23.072
2014,10,19,bottas,3,1:22.237
2014,10,19,vettel,4,1:23.187
2014,10,19,alonso,5,1:23.095
2014,10,19,raikkonen,6,1:24.019
2014,10,19,hulkenberg,7,1:23.497
2014,10,19,button,8,1:23.039
2014,10,19,kevin_magnussen,9,1:24.496
2014,10,19,ricciardo,10,1:23.509
2014,10,19,grosjean,11,1:24.762
2014,10,19,vergne,12,1:23.443
2014,10,19,perez,13,1:23.362
2014,10,19,jules_bianchi,14,1:25.161
2014,10,19,sutil,15,1:23.115
2014,10,19,kvyat,16,1:24.731
2014,10,19,gutierrez,17,1:24.716
2014,10,19,maldonado,18,1:37.301
2014,10,19,kobayashi,19,1:24.926
2014,10,19,chilton,20,1:24.475
2014,10,19,ericsson,21,1:41.720
2014,10,20,rosberg,1,1:22.002
2014,10,20,bottas,2,1:21.905
2014,10,20,hamilton,3,1:23.818
2014,10,20,vettel,4,1:23.095
2014,10,20,alonso,5,1:22.841
2014,10,20,hulkenberg,6,1:22.594
2014,10,20,button,7,1:23.455
2014,10,20,raikkonen,8,1:28.128
2014,10,20,ricciardo,9,1:23.213
2014,10,20,kevin_magnussen,10,1:25.214
2014,10,20,grosjean,11,1:24.888
2014,10,20,vergne,12,1:24.223
2014,10,20,perez,13,1:24.038
2014,10,20,sutil,14,1:23.082
2014,10,20,kvyat,15,1:23.962
2014,10,20,maldonado,16,1:23.258
2014,10,20,gutierrez,17,1:24.690
2014,10,20,jules_bianchi,18,1:28.612
2014,10,20,kobayashi,19,1:25.089
2014,10,20,chilton,20,1:24.992
2014,10,20,ericsson,21,1:24.555
2014,10,21,rosberg,1,1:21.840
2014,10,21,bottas,2,1:23.032
2014,10,21,hamilton,3,1:23.409
2014,10,21,vettel,4,1:23.233
2014,10,21,alonso,5,1:23.237
2014,10,21,hulkenberg,6,1:22.974
2014,10,21,button,7,1:23.113
2014,10,21,ricciardo,8,1:23.019
2014,10,21,kevin_magnussen,9,1:24.303
2014,10,21,vergne,10,1:24.177
2014,10,21,grosjean,11,1:26.306
2014,10,21,perez,12,1:25.357
2014,10,21,sutil,13,1:23.673
2014,10,21,raikkonen,14,1:37.766
2014,10,21,maldonado,15,1:23.209
2014,10,21,kvyat,16,1:24.934
2014,10,21,gutierrez,17,1:24.110
2014,10,21,jules_bianchi,18,1:39.849
2014,10,21,kobayashi,19,1:25.452
2014,10,21,chilton,20,1:25.014
2014,10,21,ericsson,21,1:24.599
2014,10,22,rosberg,1,1:21.901
2014,10,22,bottas,2,1:22.515
2014,10,22,hamilton,3,1:23.347
2014,10,22,vettel,4,1:23.184
2014,10,22,alonso,5,1:22.804
2014,10,22,hulkenberg,6,1:23.416
2014,10,22,button,7,1:23.288
2014,10,22,ricciardo,8,1:22.645
2014,10,22,kevin_magnussen,9,1:24.752
2014,10,22,vergne,10,1:24.191
2014,10,22,perez,11,1:23.894
2014,10,22,grosjean,12,1:25.707
2014,10,22,raikkonen,13,1:23.634
2014,10,22,sutil,14,1:24.569
2014,10,22,maldonado,15,1:23.658
2014,10,22,gutierrez,16,1:23.380
2014,10,22,kvyat,17,1:25.306
2014,10,22,jules_bianchi,18,1:23.990
2014,10,22,kobayashi,19,1:25.373
2014,10,22,chilton,20,1:25.199
2014,10,22,ericsson,21,1:25.974
2014,10,23,rosberg,1,1:22.018
2014,10,23,bottas,2,1:22.792
2014,10,23,hamilton,3,1:23.593
2014,10,23,vettel,4,1:23.044
2014,10,23,alonso,5,1:22.931
2014,10,23,hulkenberg,6,1:23.198
2014,10,23,button,7,1:23.214
2014,10,23,ricciardo,8,1:22.597
2014,10,23,kevin_magnussen,9,1:24.536
2014,10,23,vergne,10,1:23.448
2014,10,23,perez,11,1:23.842
2014,10,23,raikkonen,12,1:22.781
2014,10,23,grosjean,13,1:25.629
2014,10,23,sutil,14,1:25.099
2014,10,23,maldonado,15,1:23.284
2014,10,23,gutierrez,16,1:23.735
2014,10,23,kvyat,17,1:24.299
2014,10,23,jules_bianchi,18,1:24.002
2014,10,23,kobayashi,19,1:25.473
2014,10,23,chilton,20,1:25.679
2014,10,23,ericsson,21,1:24.852
2014,10,24,rosberg,1,1:22.832
2014,10,24,bottas,2,1:22.627
2014,10,24,hamilton,3,1:23.978
2014,10,24,vettel,4,1:23.138
2014,10,24,alonso,5,1:22.868
2014,10,24,hulkenberg,6,1:23.204
2014,10,24,button,7,1:23.275
2014,10,24,ricciardo,8,1:22.653
2014,10,24,kevin_magnussen,9,1:24.724
2014,10,24,vergne,10,1:23.951
2014,10,24,raikkonen,11,1:22.145
2014,10,24,perez,12,1:24.650
2014,10,24,sutil,13,1:24.020
2014,10,24,maldonado,14,1:23.767
2014,10,24,gutierrez,15,1:24.361
2014,10,24,kvyat,16,1:24.475
2014,10,24,grosjean,17,1:29.652
2014,10,24,jules_bianchi,18,1:24.225
2014,10,24,kobayashi,19,1:26.316
2014,10,24,chilton,20,1:26.210
2014,10,24,ericsson,21,1:25.698
2014,10,25,rosberg,1,1:22.483
2014,10,25,bottas,2,1:22.829
2014,10,25,hamilton,3,1:23.788
2014,10,25,vettel,4,1:23.018
2014,10,25,alonso,5,1:22.910
2014,10,25,hulkenberg,6,1:23.222
2014,10,25,button,7,1:23.340
2014,10,25,ricciardo,8,1:22.719
2014,10,25,kevin_magnussen,9,1:24.655
2014,10,25,raikkonen,10,1:23.098
2014,10,25,vergne,11,1:24.831
2014,10,25,perez,12,1:23.947
2014,10,25,sutil,13,1:23.672
2014,10,25,maldonado,14,1:23.631
2014,10,25,gutierrez,15,1:24.111
2014,10,25,kvyat,16,1:24.438
2014,10,25,grosjean,17,1:37.134
2014,10,25,jules_bianchi,18,1:24.482
2014,10,25,kobayashi,19,1:25.007
2014,10,25,chilton,20,1:25.074
2014,10,25,ericsson,21,1:26.285
2014,10,26,rosberg,1,1:22.046
2014,10,26,bottas,2,1:22.900
2014,10,26,vettel,3,1:23.147
2014,10,26,alonso,4,1:23.155
2014,10,26,hamilton,5,1:27.531
2014,10,26,hulkenberg,6,1:23.175
2014,10,26,button,7,1:23.349
2014,10,26,ricciardo,8,1:23.139
2014,10,26,raikkonen,9,1:22.579
2014,10,26,kevin_magnussen,10,1:24.974
2014,10,26,vergne,11,1:24.813
2014,10,26,perez,12,1:24.007
2014,10,26,sutil,13,1:23.813
2014,10,26,maldonado,14,1:23.797
2014,10,26,gutierrez,15,1:24.147
2014,10,26,kvyat,16,1:26.332
2014,10,26,grosjean,17,1:24.137
2014,10,26,jules_bianchi,18,1:24.921
2014,10,26,kobayashi,19,1:25.188
2014,10,26,chilton,20,1:24.998
2014,10,26,ericsson,21,1:25.776
2014,10,27,rosberg,1,1:22.622
2014,10,27,bottas,2,1:22.936
2014,10,27,vettel,3,1:23.185
2014,10,27,alonso,4,1:23.322
2014,10,27,hulkenberg,5,1:23.279
2014,10,27,button,6,1:23.246
2014,10,27,ricciardo,7,1:22.898
2014,10,27,hamilton,8,1:37.317
2014,10,27,raikkonen,9,1:23.260
2014,10,27,kevin_magnussen,10,1:25.076
2014,10,27,vergne,11,1:24.481
2014,10,27,perez,12,1:24.312
2014,10,27,sutil,13,1:23.891
2014,10,27,maldonado,14,1:24.284
2014,10,27,gutierrez,15,1:24.063
2014,10,27,kvyat,16,1:24.622
2014,10,27,jules_bianchi,17,1:24.706
2014,10,27,kobayashi,18,1:24.772
2014,10,27,chilton,19,1:25.130
2014,10,27,ericsson,20,1:25.227
2014,10,28,rosberg,1,1:22.629
2014,10,28,bottas,2,1:23.314
2014,10,28,vettel,3,1:23.457
2014,10,28,alonso,4,1:23.823
2014,10,28,hulkenberg,5,1:24.247
2014,10,28,button,6,1:23.874
2014,10,28,ricciardo,7,1:23.241
2014,10,28,hamilton,8,1:22.028
2014,10,28,raikkonen,9,1:23.638
2014,10,28,kevin_magnussen,10,1:25.027
2014,10,28,vergne,11,1:25.047
2014,10,28,perez,12,1:25.096
2014,10,28,sutil,13,1:24.059
2014,10,28,maldonado,14,1:23.965
2014,10,28,gutierrez,15,1:24.477
2014,10,28,kvyat,16,1:24.536
2014,10,28,jules_bianchi,17,1:24.676
2014,10,28,kobayashi,18,1:25.276
2014,10,28,chilton,19,1:25.607
2014,10,28,ericsson,20,1:25.323
2014,10,29,rosberg,1,1:22.808
2014,10,29,bottas,2,1:23.335
2014,10,29,vettel,3,1:23.527
2014,10,29,alonso,4,1:24.145
2014,10,29,hulkenberg,5,1:24.058
2014,10,29,button,6,1:23.678
2014,10,29,hamilton,7,1:21.926
2014,10,29,ricciardo,8,1:24.318
2014,10,29,raikkonen,9,1:24.207
2014,10,29,vergne,10,1:24.716
2014,10,29,perez,11,1:25.445
2014,10,29,sutil,12,1:25.117
2014,10,29,maldonado,13,1:24.750
2014,10,29,kevin_magnussen,14,1:29.596
2014,10,29,gutierrez,15,1:24.365
2014,10,29,kvyat,16,1:24.583
2014,10,29,jules_bianchi,17,1:24.612
2014,10,29,kobayashi,18,1:26.512
2014,10,29,chilton,19,1:26.040
2014,10,29,ericsson,20,1:25.198
2014,10,30,rosberg,1,1:23.448
2014,10,30,bottas,2,1:23.123
2014,10,30,vettel,3,1:23.502
2014,10,30,alonso,4,1:24.032
2014,10,30,hulkenberg,5,1:23.844
2014,10,30,button,6,1:23.873
2014,10,30,hamilton,7,1:23.114
2014,10,30,ricciardo,8,1:23.664
2014,10,30,raikkonen,9,1:23.921
2014,10,30,vergne,10,1:24.524
2014,10,30,perez,11,1:24.334
2014,10,30,sutil,12,1:24.660
2014,10,30,maldonado,13,1:24.758
2014,10,30,gutierrez,14,1:25.409
2014,10,30,kvyat,15,1:25.615
2014,10,30,kevin_magnussen,16,1:36.954
2014,10,30,jules_bianchi,17,1:24.500
2014,10,30,kobayashi,18,1:25.536
2014,10,30,chilton,19,1:25.506
2014,10,30,ericsson,20,1:25.350
2014,10,31,rosberg,1,1:23.033
2014,10,31,bottas,2,1:23.109
2014,10,31,vettel,3,1:23.616
2014,10,31,alonso,4,1:23.701
2014,10,31,hulkenberg,5,1:24.011
2014,10,31,hamilton,6,1:22.239
2014,10,31,ricciardo,7,1:23.407
2014,10,31,button,8,1:27.274
2014,10,31,raikkonen,9,1:24.408
2014,10,31,vergne,10,1:24.472
2014,10,31,perez,11,1:24.675
2014,10,31,maldonado,12,1:23.985
2014,10,31,sutil,13,1:25.534
2014,10,31,gutierrez,14,1:28.578
2014,10,31,kvyat,15,1:25.519
2014,10,31,kevin_magnussen,16,1:22.684
2014,10,31,jules_bianchi,17,1:26.903
2014,10,31,kobayashi,18,1:25.689
2014,10,31,chilton,19,1:25.897
2014,10,31,ericsson,20,1:25.121
2014,10,32,rosberg,1,1:23.286
2014,10,32,bottas,2,1:23.051
2014,10,32,vettel,3,1:23.650
2014,10,32,alonso,4,1:23.954
2014,10,32,hulkenberg,5,1:23.987
2014,10,32,hamilton,6,1:22.615
2014,10,32,ricciardo,7,1:23.522
2014,10,32,raikkonen,8,1:24.675
2014,10,32,button,9,1:36.058
2014,10,32,vergne,10,1:24.807
2014,10,32,perez,11,1:24.554
2014,10,32,maldonado,12,1:24.413
2014,10,32,sutil,13,1:28.236
2014,10,32,kevin_magnussen,14,1:22.221
2014,10,32,kvyat,15,1:28.976
2014,10,32,jules_bianchi,16,1:24.483
2014,10,32,gutierrez,17,1:41.699
2014,10,32,kobayashi,18,1:28.825
2014,10,32,chilton,19,1:30.591
2014,10,32,ericsson,20,1:27.444
2014,10,33,rosberg,1,1:22.596
2014,10,33,bottas,2,1:22.839
2014,10,33,vettel,3,1:24.293
2014,10,33,alonso,4,1:27.133
2014,10,33,hamilton,5,1:22.492
2014,10,33,hulkenberg,6,1:24.629
2014,10,33,ricciardo,7,1:23.683
2014,10,33,button,8,1:21.899
2014,10,33,raikkonen,9,1:25.753
2014,10,33,vergne,10,1:24.589
2014,10,33,perez,11,1:25.199
2014,10,33,maldonado,12,1:25.794
2014,10,33,kevin_magnussen,13,1:22.611
2014,10,33,sutil,14,1:39.754
2014,10,33,gutierrez,15,1:22.535
2014,10,33,jules_bianchi,16,1:25.371
2014,10,33,kvyat,17,1:38.796
2014,10,33,kobayashi,18,1:41.877
2014,10,33,chilton,19,1:40.767
2014,10,33,ericsson,20,1:25.339
2014,10,34,rosberg,1,1:22.636
2014,10,34,bottas,2,1:22.875
2014,10,34,vettel,3,1:26.613
2014,10,34,hamilton,4,1:21.995
2014,10,34,hulkenberg,5,1:24.134
2014,10,34,ricciardo,6,1:23.897
2014,10,34,alonso,7,1:35.888
2014,10,34,button,8,1:22.300
2014,10,34,raikkonen,9,1:28.884
2014,10,34,vergne,10,1:24.499
2014,10,34,maldonado,11,1:23.852
2014,10,34,perez,12,1:27.865
2014,10,34,kevin_magnussen,13,1:22.639
2014,10,34,sutil,14,1:22.678
2014,10,34,gutierrez,15,1:23.037
2014,10,34,jules_bianchi,16,1:24.661
2014,10,34,kvyat,17,1:22.179
2014,10,34,kobayashi,18,1:24.251
2014,10,34,chilton,19,1:23.955
2014,10,34,ericsson,20,1:25.529
2014,10,35,rosberg,1,1:22.724
2014,10,35,bottas,2,1:23.102
2014,10,35,hamilton,3,1:21.691
2014,10,35,hulkenberg,4,1:23.683
2014,10,35,alonso,5,1:21.212
2014,10,35,vettel,6,1:37.015
2014,10,35,ricciardo,7,1:26.716
2014,10,35,button,8,1:22.640
2014,10,35,vergne,9,1:24.653
2014,10,35,maldonado,10,1:24.375
2014,10,35,kevin_magnussen,11,1:23.307
2014,10,35,raikkonen,12,1:38.644
2014,10,35,sutil,13,1:22.895
2014,10,35,perez,14,1:38.249
2014,10,35,gutierrez,15,1:23.053
2014,10,35,jules_bianchi,16,1:24.621
2014,10,35,kvyat,17,1:23.113
2014,10,35,kobayashi,18,1:23.946
2014,10,35,chilton,19,1:24.179
2014,10,35,ericsson,20,1:25.674
2014,10,36,rosberg,1,1:22.933
2014,10,36,bottas,2,1:23.116
2014,10,36,hamilton,3,1:22.146
2014,10,36,hulkenberg,4,1:23.970
2014,10,36,alonso,5,1:21.880
2014,10,36,vettel,6,1:21.787
2014,10,36,button,7,1:22.689
2014,10,36,ricciardo,8,1:36.880
2014,10,36,vergne,9,1:25.244
2014,10,36,maldonado,10,1:24.477
2014,10,36,kevin_magnussen,11,1:23.084
2014,10,36,raikkonen,12,1:22.653
2014,10,36,sutil,13,1:23.046
2014,10,36,perez,14,1:23.008
2014,10,36,gutierrez,15,1:23.196
2014,10,36,kvyat,16,1:22.542
2014,10,36,jules_bianchi,17,1:25.065
2014,10,36,kobayashi,18,1:24.286
2014,10,36,chilton,19,1:25.260
2014,10,36,ericsson,20,1:25.340
2014,10,37,rosberg,1,1:22.949
2014,10,37,bottas,2,1:23.442
2014,10,37,hamilton,3,1:22.197
2014,10,37,hulkenberg,4,1:24.011
2014,10,37,alonso,5,1:22.329
2014,10,37,vettel,6,1:22.053
2014,10,37,button,7,1:22.696
2014,10,37,ricciardo,8,1:21.485
2014,10,37,maldonado,9,1:25.146
2014,10,37,kevin_magnussen,10,1:22.725
2014,10,37,vergne,11,1:28.653
2014,10,37,raikkonen,12,1:23.412
2014,10,37,sutil,13,1:23.041
2014,10,37,perez,14,1:23.066
2014,10,37,gutierrez,15,1:23.352
2014,10,37,kvyat,16,1:22.500
2014,10,37,jules_bianchi,17,1:24.634
2014,10,37,kobayashi,18,1:25.147
2014,10,37,chilton,19,1:24.273
2014,10,37,ericsson,20,1:25.524
2014,10,38,rosberg,1,1:23.178
2014,10,38,bottas,2,1:23.659
2014,10,38,hamilton,3,1:22.216
2014,10,38,alonso,4,1:22.200
2014,10,38,vettel,5,1:22.378
2014,10,38,hulkenberg,6,1:25.297
2014,10,38,button,7,1:22.346
2014,10,38,ricciardo,8,1:21.203
2014,10,38,kevin_magnussen,9,1:22.467
2014,10,38,maldonado,10,1:28.460
2014,10,38,raikkonen,11,1:23.227
2014,10,38,sutil,12,1:23.409
2014,10,38,perez,13,1:23.356
2014,10,38,gutierrez,14,1:23.168
2014,10,38,kvyat,15,1:22.859
2014,10,38,vergne,16,1:44.551
2014,10,38,jules_bianchi,17,1:24.789
2014,10,38,kobayashi,18,1:24.421
2014,10,38,chilton,19,1:25.241
2014,10,38,ericsson,20,1:25.535
2014,10,39,rosberg,1,1:23.543
2014,10,39,bottas,2,1:23.586
2014,10,39,hamilton,3,1:22.350
2014,10,39,alonso,4,1:21.612
2014,10,39,vettel,5,1:21.545
2014,10,39,hulkenberg,6,1:28.093
2014,10,39,button,7,1:22.505
2014,10,39,ricciardo,8,1:21.409
2014,10,39,kevin_magnussen,9,1:23.269
2014,10,39,raikkonen,10,1:23.656
2014,10,39,sutil,11,1:23.328
2014,10,39,perez,12,1:23.449
2014,10,39,gutierrez,13,1:23.439
2014,10,39,maldonado,14,1:36.622
2014,10,39,kvyat,15,1:22.618
2014,10,39,vergne,16,1:22.111
2014,10,39,jules_bianchi,17,1:26.056
2014,10,39,kobayashi,18,1:24.921
2014,10,39,chilton,19,1:24.333
2014,10,39,ericsson,20,1:26.620
2014,10,40,rosberg,1,1:25.804
2014,10,40,bottas,2,1:26.992
2014,10,40,hamilton,3,1:22.428
2014,10,40,alonso,4,1:21.748
2014,10,40,vettel,5,1:22.147
2014,10,40,button,6,1:22.689
2014,10,40,ricciardo,7,1:21.101
2014,10,40,hulkenberg,8,1:37.267
2014,10,40,kevin_magnussen,9,1:23.514
2014,10,40,raikkonen,10,1:23.275
2014,10,40,sutil,11,1:23.189
2014,10,40,perez,12,1:23.430
2014,10,40,gutierrez,13,1:23.456
2014,10,40,maldonado,14,1:22.739
2014,10,40,kvyat,15,1:22.598
2014,10,40,vergne,16,1:22.201
2014,10,40,jules_bianchi,17,1:24.808
2014,10,40,kobayashi,18,1:24.265
2014,10,40,chilton,19,1:24.353
2014,10,40,ericsson,20,1:25.457
2014,10,41,rosberg,1,1:27.373
2014,10,41,hamilton,2,1:22.462
2014,10,41,bottas,3,1:37.989
2014,10,41,alonso,4,1:21.831
2014,10,41,vettel,5,1:21.785
2014,10,41,button,6,1:22.468
2014,10,41,ricciardo,7,1:21.030
2014,10,41,hulkenberg,8,1:22.462
2014,10,41,kevin_magnussen,9,1:23.330
2014,10,41,raikkonen,10,1:22.964
2014,10,41,sutil,11,1:22.529
2014,10,41,perez,12,1:22.661
2014,10,41,maldonado,13,1:22.305
2014,10,41,gutierrez,14,1:24.105
2014,10,41,kvyat,15,1:22.889
2014,10,41,vergne,16,1:22.236
2014,10,41,jules_bianchi,17,1:24.951
2014,10,41,kobayashi,18,1:24.380
2014,10,41,chilton,19,1:24.468
2014,10,41,ericsson,20,1:30.072
2014,10,42,rosberg,1,1:38.261
2014,10,42,hamilton,2,1:25.053
2014,10,42,bottas,3,1:22.207
2014,10,42,alonso,4,1:22.338
2014,10,42,vettel,5,1:22.196
2014,10,42,button,6,1:22.673
2014,10,42,ricciardo,7,1:22.076
2014,10,42,hulkenberg,8,1:22.891
2014,10,42,kevin_magnussen,9,1:23.265
2014,10,42,raikkonen,10,1:23.238
2014,10,42,perez,11,1:23.020
2014,10,42,sutil,12,1:24.826
2014,10,42,maldonado,13,1:23.181
2014,10,42,kvyat,14,1:22.958
2014,10,42,gutierrez,15,1:24.781
2014,10,42,vergne,16,1:23.576
2014,10,42,jules_bianchi,17,1:25.574
2014,10,42,kobayashi,18,1:24.568
2014,10,42,chilton,19,1:25.246
2014,10,42,ericsson,20,1:39.924
2014,10,43,rosberg,1,1:21.743
2014,10,43,bottas,2,1:22.178
2014,10,43,alonso,3,1:21.990
2014,10,43,vettel,4,1:21.999
2014,10,43,hamilton,5,1:36.614
2014,10,43,button,6,1:23.047
