season,round,driver,driver_points,driver_wins,driver_standings_pos
2018,18,esteban_ocon,49.0,0,11
2018,18,carlos_sainz,45.0,0,12
2018,18,romain_grosjean,31.0,0,13
2018,18,pierre_gasly,28.0,0,14
2018,18,charles_leclerc,21.0,0,15
2018,18,stoffel_vandoorne,8.0,0,16
2018,18,marcus_ericsson,7.0,0,17
2018,18,lance_stroll,6.0,0,18
2018,18,brendon_hartley,4.0,0,19
2018,18,sergey_sirotkin,1.0,0,20
2018,19,lewis_hamilton,358.0,9,1
2018,19,sebastian_vettel,294.0,5,2
2018,19,kimi_raikkonen,236.0,1,3
2018,19,valtteri_bottas,227.0,0,4
2018,19,max_verstappen,216.0,2,5
2018,19,daniel_ricciardo,146.0,2,6
2018,19,nico_hulkenberg,69.0,0,7
2018,19,sergio_perez,57.0,0,8
2018,19,kevin_magnussen,53.0,0,9
2018,19,fernando_alonso,50.0,0,10
2018,19,esteban_ocon,49.0,0,11
2018,19,carlos_sainz,45.0,0,12
2018,19,romain_grosjean,31.0,0,13
2018,19,pierre_gasly,29.0,0,14
2018,19,charles_leclerc,27.0,0,15
2018,19,stoffel_vandoorne,12.0,0,16
2018,19,marcus_ericsson,9.0,0,17
2018,19,lance_stroll,6.0,0,18
2018,19,brendon_hartley,4.0,0,19
2018,19,sergey_sirotkin,1.0,0,20
2018,20,lewis_hamilton,383.0,10,1
2018,20,sebastian_vettel,302.0,5,2
2018,20,kimi_raikkonen,251.0,1,3
2018,20,valtteri_bottas,237.0,0,4
2018,20,max_verstappen,234.0,2,5
2018,20,daniel_ricciardo,158.0,2,6
2018,20,nico_hulkenberg,69.0,0,7
2018,20,sergio_perez,58.0,0,8
2018,20,kevin_magnussen,55.0,0,9
2018,20,fernando_alonso,50.0,0,10
2018,20,esteban_ocon,49.0,0,11
2018,20,carlos_sainz,45.0,0,12
2018,20,romain_grosjean,35.0,0,13
2018,20,charles_leclerc,33.0,0,14
2018,20,pierre_gasly,29.0,0,15
2018,20,stoffel_vandoorne,12.0,0,16
2018,20,marcus_ericsson,9.0,0,17
2018,20,lance_stroll,6.0,0,18
2018,20,brendon_hartley,4.0,0,19
2018,20,sergey_sirotkin,1.0,0,20
2018,21,lewis_hamilton,408.0,11,1
2018,21,sebastian_vettel,320.0,5,2
2018,21,kimi_raikkonen,251.0,1,3
2018,21,max_verstappen,249.0,2,4
2018,21,valtteri_bottas,247.0,0,5
2018,21,daniel_ricciardo,170.0,2,6
2018,21,nico_hulkenberg,69.0,0,7
2018,21,sergio_perez,62.0,0,8
2018,21,kevin_magnussen,56.0,0,9
2018,21,carlos_sainz,53.0,0,10
2018,21,fernando_alonso,50.0,0,11
2018,21,esteban_ocon,49.0,0,12
2018,21,charles_leclerc,39.0,0,13
2018,21,romain_grosjean,37.0,0,14
2018,21,pierre_gasly,29.0,0,15
2018,21,stoffel_vandoorne,12.0,0,16
2018,21,marcus_ericsson,9.0,0,17
2018,21,lance_stroll,6.0,0,18
2018,21,brendon_hartley,4.0,0,19
2018,21,sergey_sirotkin,1.0,0,20
2019,1,valtteri_bottas,26.0,1,1
2019,1,lewis_hamilton,18.0,0,2
2019,1,max_verstappen,15.0,0,3
2019,1,sebastian_vettel,12.0,0,4
2019,1,charles_leclerc,10.0,0,5
2019,1,kevin_magnussen,8.0,0,6
2019,1,nico_hulkenberg,6.0,0,7
2019,1,kimi_raikkonen,4.0,0,8
2019,1,lance_stroll,2.0,0,9
2019,1,daniil_kvyat,1.0,0,10
2019,1,pierre_gasly,0.0,0,11
2019,1,lando_norris,0.0,0,12
2019,1,sergio_perez,0.0,0,13
2019,1,alexander_albon,0.0,0,14
2019,1,antonio_giovinazzi,0.0,0,15
2019,1,george_russell,0.0,0,16
2019,1,robert_kubica,0.0,0,17
2019,1,romain_grosjean,0.0,0,18
2019,1,daniel_ricciardo,0.0,0,19
2019,1,carlos_sainz,0.0,0,20
2019,2,valtteri_bottas,44.0,1,1
2019,2,lewis_hamilton,43.0,1,2
2019,2,max_verstappen,27.0,0,3
2019,2,charles_leclerc,26.0,0,4
2019,2,sebastian_vettel,22.0,0,5
2019,2,kimi_raikkonen,10.0,0,6
2019,2,lando_norris,8.0,0,7
2019,2,kevin_magnussen,8.0,0,8
2019,2,nico_hulkenberg,6.0,0,9
2019,2,pierre_gasly,4.0,0,10
2019,2,alexander_albon,2.0,0,11
2019,2,lance_stroll,2.0,0,12
2019,2,daniil_kvyat,1.0,0,13
2019,2,sergio_perez,1.0,0,14
2019,2,antonio_giovinazzi,0.0,0,15
2019,2,george_russell,0.0,0,16
2019,2,robert_kubica,0.0,0,17
2019,2,daniel_ricciardo,0.0,0,18
2019,2,romain_grosjean,0.0,0,19
2019,2,carlos_sainz,0.0,0,20
2019,3,lewis_hamilton,68.0,2,1
2019,3,valtteri_bottas,62.0,1,2
2019,3,max_verstappen,39.0,0,3
2019,3,sebastian_vettel,37.0,0,4
2019,3,charles_leclerc,36.0,0,5
2019,3,pierre_gasly,13.0,0,6
2019,3,kimi_raikkonen,12.0,0,7
2019,3,lando_norris,8.0,0,8
2019,3,kevin_magnussen,8.0,0,9
2019,3,nico_hulkenberg,6.0,0,10
2019,3,daniel_ricciardo,6.0,0,11
2019,3,sergio_perez,5.0,0,12
2019,3,alexander_albon,3.0,0,13
2019,3,lance_stroll,2.0,0,14
2019,3,daniil_kvyat,1.0,0,15
2019,3,antonio_giovinazzi,0.0,0,16
2019,3,romain_grosjean,0.0,0,17
2019,3,carlos_sainz,0.0,0,18
2019,3,george_russell,0.0,0,19
2019,3,robert_kubica,0.0,0,20
2019,4,valtteri_bottas,87.0,2,1
2019,4,lewis_hamilton,86.0,2,2
2019,4,sebastian_vettel,52.0,0,3
2019,4,max_verstappen,51.0,0,4
2019,4,charles_leclerc,47.0,0,5
2019,4,sergio_perez,13.0,0,6
2019,4,pierre_gasly,13.0,0,7
2019,4,kimi_raikkonen,13.0,0,8
2019,4,lando_norris,12.0,0,9
2019,4,kevin_magnussen,8.0,0,10
2019,4,nico_hulkenberg,6.0,0,11
2019,4,carlos_sainz,6.0,0,12
2019,4,daniel_ricciardo,6.0,0,13
2019,4,lance_stroll,4.0,0,14
2019,4,alexander_albon,3.0,0,15
2019,4,daniil_kvyat,1.0,0,16
2019,4,antonio_giovinazzi,0.0,0,17
2019,4,romain_grosjean,0.0,0,18
2019,4,george_russell,0.0,0,19
2019,4,robert_kubica,0.0,0,20
2019,5,lewis_hamilton,112.0,3,1
2019,5,valtteri_bottas,105.0,2,2
2019,5,max_verstappen,66.0,0,3
2019,5,sebastian_vettel,64.0,0,4
2019,5,charles_leclerc,57.0,0,5
2019,5,pierre_gasly,21.0,0,6
2019,5,kevin_magnussen,14.0,0,7
2019,5,sergio_perez,13.0,0,8
2019,5,kimi_raikkonen,13.0,0,9
2019,5,lando_norris,12.0,0,10
2019,5,carlos_sainz,10.0,0,11
2019,5,daniel_ricciardo,6.0,0,12
2019,5,nico_hulkenberg,6.0,0,13
2019,5,lance_stroll,4.0,0,14
2019,5,alexander_albon,3.0,0,15
2019,5,daniil_kvyat,3.0,0,16
2019,5,romain_grosjean,1.0,0,17
2019,5,antonio_giovinazzi,0.0,0,18
2019,5,george_russell,0.0,0,19
2019,5,robert_kubica,0.0,0,20
2019,6,lewis_hamilton,137.0,4,1
2019,6,valtteri_bottas,120.0,2,2
2019,6,sebastian_vettel,82.0,0,3
2019,6,max_verstappen,78.0,0,4
2019,6,charles_leclerc,57.0,0,5
2019,6,pierre_gasly,32.0,0,6
2019,6,carlos_sainz,18.0,0,7
2019,6,kevin_magnussen,14.0,0,8
2019,6,sergio_perez,13.0,0,9
2019,6,kimi_raikkonen,13.0,0,10
2019,6,lando_norris,12.0,0,11
2019,6,daniil_kvyat,9.0,0,12
2019,6,daniel_ricciardo,8.0,0,13
2019,6,alexander_albon,7.0,0,14
2019,6,nico_hulkenberg,6.0,0,15
2019,6,lance_stroll,4.0,0,16
2019,6,romain_grosjean,2.0,0,17
2019,6,antonio_giovinazzi,0.0,0,18
2019,6,george_russell,0.0,0,19
2019,6,robert_kubica,0.0,0,20
2019,7,lewis_hamilton,162.0,5,1
2019,7,valtteri_bottas,133.0,2,2
2019,7,sebastian_vettel,100.0,0,3
2019,7,max_verstappen,88.0,0,4
2019,7,charles_leclerc,72.0,0,5
2019,7,pierre_gasly,36.0,0,6
2019,7,carlos_sainz,18.0,0,7
2019,7,daniel_ricciardo,16.0,0,8
2019,7,kevin_magnussen,14.0,0,9
2019,7,sergio_perez,13.0,0,10
2019,7,kimi_raikkonen,13.0,0,11
2019,7,lando_norris,12.0,0,12
2019,7,nico_hulkenberg,12.0,0,13
2019,7,daniil_kvyat,10.0,0,14
2019,7,alexander_albon,7.0,0,15
2019,7,lance_stroll,6.0,0,16
2019,7,romain_grosjean,2.0,0,17
2019,7,antonio_giovinazzi,0.0,0,18
2019,7,george_russell,0.0,0,19
2019,7,robert_kubica,0.0,0,20
2019,8,lewis_hamilton,187.0,6,1
2019,8,valtteri_bottas,151.0,2,2
2019,8,sebastian_vettel,111.0,0,3
2019,8,max_verstappen,100.0,0,4
2019,8,charles_leclerc,87.0,0,5
2019,8,pierre_gasly,37.0,0,6
2019,8,carlos_sainz,26.0,0,7
2019,8,kimi_raikkonen,19.0,0,8
2019,8,daniel_ricciardo,16.0,0,9
2019,8,nico_hulkenberg,16.0,0,10
2019,8,kevin_magnussen,14.0,0,11
2019,8,lando_norris,14.0,0,12
2019,8,sergio_perez,13.0,0,13
2019,8,daniil_kvyat,10.0,0,14
2019,8,alexander_albon,7.0,0,15
2019,8,lance_stroll,6.0,0,16
2019,8,romain_grosjean,2.0,0,17
2019,8,antonio_giovinazzi,0.0,0,18
2019,8,george_russell,0.0,0,19
2019,8,robert_kubica,0.0,0,20
2019,9,lewis_hamilton,197.0,6,1
2019,9,valtteri_bottas,166.0,2,2
2019,9,max_verstappen,126.0,1,3
2019,9,sebastian_vettel,123.0,0,4
2019,9,charles_leclerc,105.0,0,5
2019,9,pierre_gasly,43.0,0,6
2019,9,carlos_sainz,30.0,0,7
2019,9,lando_norris,22.0,0,8
2019,9,kimi_raikkonen,21.0,0,9
2019,9,daniel_ricciardo,16.0,0,10
2019,9,nico_hulkenberg,16.0,0,11
2019,9,kevin_magnussen,14.0,0,12
2019,9,sergio_perez,13.0,0,13
2019,9,daniil_kvyat,10.0,0,14
2019,9,alexander_albon,7.0,0,15
2019,9,lance_stroll,6.0,0,16
2019,9,romain_grosjean,2.0,0,17
2019,9,antonio_giovinazzi,1.0,0,18
2019,9,george_russell,0.0,0,19
2019,9,robert_kubica,0.0,0,20
2019,10,lewis_hamilton,223.0,7,1
2019,10,valtteri_bottas,184.0,2,2
2019,10,max_verstappen,136.0,1,3
2019,10,sebastian_vettel,123.0,0,4
2019,10,charles_leclerc,120.0,0,5
2019,10,pierre_gasly,55.0,0,6
2019,10,carlos_sainz,38.0,0,7
2019,10,kimi_raikkonen,25.0,0,8
2019,10,lando_norris,22.0,0,9
2019,10,daniel_ricciardo,22.0,0,10
2019,10,nico_hulkenberg,17.0,0,11
2019,10,kevin_magnussen,14.0,0,12
2019,10,sergio_perez,13.0,0,13
2019,10,daniil_kvyat,12.0,0,14
2019,10,alexander_albon,7.0,0,15
2019,10,lance_stroll,6.0,0,16
2019,10,romain_grosjean,2.0,0,17
2019,10,antonio_giovinazzi,1.0,0,18
2019,10,george_russell,0.0,0,19
2019,10,robert_kubica,0.0,0,20
2019,11,lewis_hamilton,225.0,7,1
2019,11,valtteri_bottas,184.0,2,2
2019,11,max_verstappen,162.0,2,3
2019,11,sebastian_vettel,141.0,0,4
2019,11,charles_leclerc,120.0,0,5
2019,11,pierre_gasly,55.0,0,6
2019,11,carlos_sainz,48.0,0,7
2019,11,daniil_kvyat,27.0,0,8
2019,11,kimi_raikkonen,25.0,0,9
2019,11,lando_norris,22.0,0,10
2019,11,daniel_ricciardo,22.0,0,11
2019,11,lance_stroll,18.0,0,12
2019,11,kevin_magnussen,18.0,0,13
2019,11,nico_hulkenberg,17.0,0,14
2019,11,alexander_albon,15.0,0,15
2019,11,sergio_perez,13.0,0,16
2019,11,romain_grosjean,8.0,0,17
2019,11,antonio_giovinazzi,1.0,0,18
2019,11,robert_kubica,1.0,0,19
2019,11,george_russell,0.0,0,20
2019,12,lewis_hamilton,250.0,8,1
2019,12,valtteri_bottas,188.0,2,2
2019,12,max_verstappen,181.0,2,3
2019,12,sebastian_vettel,156.0,0,4
2019,12,charles_leclerc,132.0,0,5
2019,12,pierre_gasly,63.0,0,6
2019,12,carlos_sainz,58.0,0,7
2019,12,kimi_raikkonen,31.0,0,8
2019,12,daniil_kvyat,27.0,0,9
2019,12,lando_norris,24.0,0,10
2019,12,daniel_ricciardo,22.0,0,11
2019,12,lance_stroll,18.0,0,12
2019,12,kevin_magnussen,18.0,0,13
2019,12,nico_hulkenberg,17.0,0,14
2019,12,alexander_albon,16.0,0,15
2019,12,sergio_perez,13.0,0,16
2019,12,romain_grosjean,8.0,0,17
2019,12,antonio_giovinazzi,1.0,0,18
2019,12,robert_kubica,1.0,0,19
2019,12,george_russell,0.0,0,20
2019,13,lewis_hamilton,268.0,8,1
2019,13,valtteri_bottas,203.0,2,2
2019,13,max_verstappen,181.0,2,3
2019,13,sebastian_vettel,169.0,0,4
2019,13,charles_leclerc,157.0,1,5
2019,13,pierre_gasly,65.0,0,6
2019,13,carlos_sainz,58.0,0,7
2019,13,daniil_kvyat,33.0,0,8
2019,13,kimi_raikkonen,31.0,0,9
2019,13,alexander_albon,26.0,0,10
2019,13,lando_norris,24.0,0,11
2019,13,daniel_ricciardo,22.0,0,12
2019,13,sergio_perez,21.0,0,13
2019,13,nico_hulkenberg,21.0,0,14
2019,13,lance_stroll,19.0,0,15
2019,13,kevin_magnussen,18.0,0,16
2019,13,romain_grosjean,8.0,0,17
2019,13,antonio_giovinazzi,1.0,0,18
2019,13,robert_kubica,1.0,0,19
2019,13,george_russell,0.0,0,20
2019,14,lewis_hamilton,284.0,8,1
2019,14,valtteri_bottas,221.0,2,2
2019,14,max_verstappen,185.0,2,3
2019,14,charles_leclerc,182.0,2,4
2019,14,sebastian_vettel,169.0,0,5
2019,14,pierre_gasly,65.0,0,6
2019,14,carlos_sainz,58.0,0,7
2019,14,daniel_ricciardo,34.0,0,8
2019,14,alexander_albon,34.0,0,9
2019,14,daniil_kvyat,33.0,0,10
2019,14,nico_hulkenberg,31.0,0,11
2019,14,kimi_raikkonen,31.0,0,12
2019,14,sergio_perez,27.0,0,13
2019,14,lando_norris,25.0,0,14
2019,14,lance_stroll,19.0,0,15
2019,14,kevin_magnussen,18.0,0,16
2019,14,romain_grosjean,8.0,0,17
2019,14,antonio_giovinazzi,3.0,0,18
2019,14,robert_kubica,1.0,0,19
2019,14,george_russell,0.0,0,20
2019,15,lewis_hamilton,296.0,8,1
2019,15,valtteri_bottas,231.0,2,2
2019,15,charles_leclerc,200.0,2,3
2019,15,max_verstappen,200.0,2,4
2019,15,sebastian_vettel,194.0,1,5
2019,15,pierre_gasly,69.0,0,6
2019,15,carlos_sainz,58.0,0,7
2019,15,alexander_albon,42.0,0,8
2019,15,daniel_ricciardo,34.0,0,9
2019,15,daniil_kvyat,33.0,0,10
2019,15,nico_hulkenberg,33.0,0,11
2019,15,lando_norris,31.0,0,12
2019,15,kimi_raikkonen,31.0,0,13
2019,15,sergio_perez,27.0,0,14
2019,15,lance_stroll,19.0,0,15
2019,15,kevin_magnussen,18.0,0,16
2019,15,romain_grosjean,8.0,0,17
2019,15,antonio_giovinazzi,4.0,0,18
2019,15,robert_kubica,1.0,0,19
2019,15,george_russell,0.0,0,20
2019,16,lewis_hamilton,322.0,9,1
2019,16,valtteri_bottas,249.0,2,2
2019,16,charles_leclerc,215.0,2,3
2019,16,max_verstappen,212.0,2,4
2019,16,sebastian_vettel,194.0,1,5
2019,16,pierre_gasly,69.0,0,6
2019,16,carlos_sainz,66.0,0,7
2019,16,alexander_albon,52.0,0,8
2019,16,lando_norris,35.0,0,9
2019,16,daniel_ricciardo,34.0,0,10
2019,16,nico_hulkenberg,34.0,0,11
2019,16,daniil_kvyat,33.0,0,12
2019,16,sergio_perez,33.0,0,13
2019,16,kimi_raikkonen,31.0,0,14
2019,16,kevin_magnussen,20.0,0,15
2019,16,lance_stroll,19.0,0,16
2019,16,romain_grosjean,8.0,0,17
2019,16,antonio_giovinazzi,4.0,0,18
2019,16,robert_kubica,1.0,0,19
2019,16,george_russell,0.0,0,20
2019,17,lewis_hamilton,338.0,9,1
2019,17,valtteri_bottas,274.0,3,2
2019,17,charles_leclerc,223.0,2,3
2019,17,max_verstappen,212.0,2,4
2019,17,sebastian_vettel,212.0,1,5
2019,17,carlos_sainz,76.0,0,6
2019,17,pierre_gasly,75.0,0,7
2019,17,alexander_albon,64.0,0,8
2019,17,sergio_perez,37.0,0,9
2019,17,lando_norris,35.0,0,10
2019,17,daniil_kvyat,34.0,0,11
2019,17,daniel_ricciardo,34.0,0,12
2019,17,nico_hulkenberg,34.0,0,13
2019,17,kimi_raikkonen,31.0,0,14
2019,17,lance_stroll,21.0,0,15
2019,17,kevin_magnussen,20.0,0,16
2019,17,romain_grosjean,8.0,0,17
2019,17,antonio_giovinazzi,4.0,0,18
2019,17,robert_kubica,1.0,0,19
2019,17,george_russell,0.0,0,20
2019,18,lewis_hamilton,363.0,10,1
2019,18,valtteri_bottas,289.0,3,2
2019,18,charles_leclerc,236.0,2,3
2019,18,sebastian_vettel,230.0,1,4
2019,18,max_verstappen,220.0,2,5
2019,18,pierre_gasly,77.0,0,6
2019,18,carlos_sainz,76.0,0,7
2019,18,alexander_albon,74.0,0,8
2019,18,sergio_perez,43.0,0,9
2019,18,daniel_ricciardo,38.0,0,10
2019,18,nico_hulkenberg,35.0,0,11
2019,18,lando_norris,35.0,0,12
2019,18,daniil_kvyat,34.0,0,13
2019,18,kimi_raikkonen,31.0,0,14
2019,18,lance_stroll,21.0,0,15
2019,18,kevin_magnussen,20.0,0,16
2019,18,romain_grosjean,8.0,0,17
2019,18,antonio_giovinazzi,4.0,0,18
2019,18,robert_kubica,1.0,0,19
2019,18,george_russell,0.0,0,20
2019,19,lewis_hamilton,381.0,10,1
2019,19,valtteri_bottas,314.0,4,2
2019,19,charles_leclerc,249.0,2,3
2019,19,max_verstappen,235.0,2,4
2019,19,sebastian_vettel,230.0,1,5
2019,19,alexander_albon,84.0,0,6
2019,19,carlos_sainz,80.0,0,7
2019,19,pierre_gasly,77.0,0,8
2019,19,daniel_ricciardo,46.0,0,9
2019,19,sergio_perez,44.0,0,10
2019,19,lando_norris,41.0,0,11
2019,19,nico_hulkenberg,37.0,0,12
2019,19,daniil_kvyat,34.0,0,13
2019,19,kimi_raikkonen,31.0,0,14
2019,19,lance_stroll,21.0,0,15
2019,19,kevin_magnussen,20.0,0,16
2019,19,romain_grosjean,8.0,0,17
2019,19,antonio_giovinazzi,4.0,0,18
2019,19,robert_kubica,1.0,0,19
2019,19,george_russell,0.0,0,20
2019,20,lewis_hamilton,387.0,10,1
2019,20,valtteri_bottas,314.0,4,2
2019,20,max_verstappen,260.0,3,3
2019,20,charles_leclerc,249.0,2,4
2019,20,sebastian_vettel,230.0,1,5
2019,20,pierre_gasly,95.0,0,6
2019,20,carlos_sainz,95.0,0,7
2019,20,alexander_albon,84.0,0,8
2019,20,daniel_ricciardo,54.0,0,9
2019,20,sergio_perez,46.0,0,10
2019,20,lando_norris,45.0,0,11
2019,20,kimi_raikkonen,43.0,0,12
2019,20,nico_hulkenberg,37.0,0,13
2019,20,daniil_kvyat,35.0,0,14
2019,20,lance_stroll,21.0,0,15
2019,20,kevin_magnussen,20.0,0,16
2019,20,antonio_giovinazzi,14.0,0,17
2019,20,romain_grosjean,8.0,0,18
2019,20,robert_kubica,1.0,0,19
2019,20,george_russell,0.0,0,20
2019,21,lewis_hamilton,413.0,11,1
2019,21,valtteri_bottas,326.0,4,2
2019,21,max_verstappen,278.0,3,3
2019,21,charles_leclerc,264.0,2,4
2019,21,sebastian_vettel,240.0,1,5
2019,21,carlos_sainz,96.0,0,6
2019,21,pierre_gasly,95.0,0,7
2019,21,alexander_albon,92.0,0,8
2019,21,daniel_ricciardo,54.0,0,9
2019,21,sergio_perez,52.0,0,10
2019,21,lando_norris,49.0,0,11
2019,21,kimi_raikkonen,43.0,0,12
2019,21,daniil_kvyat,37.0,0,13
2019,21,nico_hulkenberg,37.0,0,14
2019,21,lance_stroll,21.0,0,15
2019,21,kevin_magnussen,20.0,0,16
2019,21,antonio_giovinazzi,14.0,0,17
2019,21,romain_grosjean,8.0,0,18
2019,21,robert_kubica,1.0,0,19
2019,21,george_russell,0.0,0,20
2020,1,valtteri_bottas,25.0,1,1
2020,1,charles_leclerc,18.0,0,2
2020,1,lando_norris,16.0,0,3
2020,1,lewis_hamilton,12.0,0,4
2020,1,carlos_sainz,10.0,0,5
2020,1,sergio_perez,8.0,0,6
2020,1,pierre_gasly,6.0,0,7
2020,1,esteban_ocon,4.0,0,8
2020,1,antonio_giovinazzi,2.0,0,9
2020,1,sebastian_vettel,1.0,0,10
2020,1,nicholas_latifi,0.0,0,11
2020,1,daniil_kvyat,0.0,0,12
2020,1,alexander_albon,0.0,0,13
2020,1,kimi_raikkonen,0.0,0,14
2020,1,george_russell,0.0,0,15
2020,1,romain_grosjean,0.0,0,16
2020,1,kevin_magnussen,0.0,0,17
2020,1,lance_stroll,0.0,0,18
2020,1,daniel_ricciardo,0.0,0,19
2020,1,max_verstappen,0.0,0,20
2020,2,valtteri_bottas,43.0,1,1
2020,2,lewis_hamilton,37.0,1,2
2020,2,lando_norris,26.0,0,3
2020,2,charles_leclerc,18.0,0,4
2020,2,sergio_perez,16.0,0,5
2020,2,max_verstappen,15.0,0,6
2020,2,carlos_sainz,13.0,0,7
2020,2,alexander_albon,12.0,0,8
2020,2,pierre_gasly,6.0,0,9
2020,2,lance_stroll,6.0,0,10
2020,2,esteban_ocon,4.0,0,11
2020,2,daniel_ricciardo,4.0,0,12
2020,2,antonio_giovinazzi,2.0,0,13
2020,2,daniil_kvyat,1.0,0,14
2020,2,sebastian_vettel,1.0,0,15
2020,2,nicholas_latifi,0.0,0,16
2020,2,kimi_raikkonen,0.0,0,17
2020,2,kevin_magnussen,0.0,0,18
2020,2,romain_grosjean,0.0,0,19
2020,2,george_russell,0.0,0,20
2020,3,lewis_hamilton,63.0,2,1
2020,3,valtteri_bottas,58.0,1,2
2020,3,max_verstappen,33.0,0,3
2020,3,lando_norris,26.0,0,4
2020,3,alexander_albon,22.0,0,5
2020,3,sergio_perez,22.0,0,6
2020,3,charles_leclerc,18.0,0,7
2020,3,lance_stroll,18.0,0,8
2020,3,carlos_sainz,15.0,0,9
2020,3,sebastian_vettel,9.0,0,10
2020,3,daniel_ricciardo,8.0,0,11
2020,3,pierre_gasly,6.0,0,12
2020,3,esteban_ocon,4.0,0,13
2020,3,antonio_giovinazzi,2.0,0,14
2020,3,daniil_kvyat,1.0,0,15
2020,3,kevin_magnussen,1.0,0,16
2020,3,kimi_raikkonen,0.0,0,17
2020,3,nicholas_latifi,0.0,0,18
2020,3,romain_grosjean,0.0,0,19
2020,3,george_russell,0.0,0,20
2020,4,lewis_hamilton,88.0,3,1
2020,4,valtteri_bottas,58.0,1,2
2020,4,max_verstappen,52.0,0,3
2020,4,lando_norris,36.0,0,4
2020,4,charles_leclerc,33.0,0,5
2020,4,alexander_albon,26.0,0,6
2020,4,sergio_perez,22.0,0,7
2020,4,lance_stroll,20.0,0,8
2020,4,daniel_ricciardo,20.0,0,9
2020,4,carlos_sainz,15.0,0,10
2020,4,esteban_ocon,12.0,0,11
2020,4,pierre_gasly,12.0,0,12
2020,4,sebastian_vettel,10.0,0,13
2020,4,antonio_giovinazzi,2.0,0,14
2020,4,daniil_kvyat,1.0,0,15
2020,4,kevin_magnussen,1.0,0,16
2020,4,nicholas_latifi,0.0,0,17
2020,4,kimi_raikkonen,0.0,0,18
2020,4,george_russell,0.0,0,19
2020,4,romain_grosjean,0.0,0,20
2020,4,nico_hulkenberg,0.0,0,21
2020,5,lewis_hamilton,107.0,3,1
2020,5,max_verstappen,77.0,1,2
2020,5,valtteri_bottas,73.0,1,3
2020,5,charles_leclerc,45.0,0,4
2020,5,lando_norris,38.0,0,5
2020,5,alexander_albon,36.0,0,6
2020,5,lance_stroll,28.0,0,7
2020,5,sergio_perez,22.0,0,8
2020,5,daniel_ricciardo,20.0,0,9
2020,5,esteban_ocon,16.0,0,10
2020,5,carlos_sainz,15.0,0,11
2020,5,pierre_gasly,12.0,0,12
2020,5,sebastian_vettel,10.0,0,13
2020,5,nico_hulkenberg,6.0,0,14
2020,5,antonio_giovinazzi,2.0,0,15
2020,5,daniil_kvyat,2.0,0,16
2020,5,kevin_magnussen,1.0,0,17
2020,5,kimi_raikkonen,0.0,0,18
2020,5,nicholas_latifi,0.0,0,19
2020,5,george_russell,0.0,0,20
2020,5,romain_grosjean,0.0,0,21
2020,6,lewis_hamilton,132.0,4,1
2020,6,max_verstappen,95.0,1,2
2020,6,valtteri_bottas,89.0,1,3
2020,6,charles_leclerc,45.0,0,4
2020,6,lance_stroll,40.0,0,5
2020,6,alexander_albon,40.0,0,6
2020,6,lando_norris,39.0,0,7
2020,6,sergio_perez,32.0,0,8
2020,6,carlos_sainz,23.0,0,9
2020,6,daniel_ricciardo,20.0,0,10
2020,6,sebastian_vettel,16.0,0,11
2020,6,esteban_ocon,16.0,0,12
2020,6,pierre_gasly,14.0,0,13
2020,6,nico_hulkenberg,6.0,0,14
2020,6,antonio_giovinazzi,2.0,0,15
2020,6,daniil_kvyat,2.0,0,16
2020,6,kevin_magnussen,1.0,0,17
2020,6,kimi_raikkonen,0.0,0,18
2020,6,nicholas_latifi,0.0,0,19
2020,6,george_russell,0.0,0,20
2020,6,romain_grosjean,0.0,0,21
2020,7,lewis_hamilton,157.0,5,1
2020,7,max_verstappen,110.0,1,2
2020,7,valtteri_bottas,107.0,1,3
2020,7,alexander_albon,48.0,0,4
2020,7,charles_leclerc,45.0,0,5
2020,7,lando_norris,45.0,0,6
2020,7,lance_stroll,42.0,0,7
2020,7,daniel_ricciardo,33.0,0,8
2020,7,sergio_perez,33.0,0,9
2020,7,esteban_ocon,26.0,0,10
2020,7,carlos_sainz,23.0,0,11
2020,7,pierre_gasly,18.0,0,12
2020,7,sebastian_vettel,16.0,0,13
2020,7,nico_hulkenberg,6.0,0,14
2020,7,antonio_giovinazzi,2.0,0,15
2020,7,daniil_kvyat,2.0,0,16
2020,7,kevin_magnussen,1.0,0,17
2020,7,kimi_raikkonen,0.0,0,18
2020,7,nicholas_latifi,0.0,0,19
2020,7,george_russell,0.0,0,20
2020,7,romain_grosjean,0.0,0,21
2020,8,lewis_hamilton,164.0,5,1
2020,8,valtteri_bottas,117.0,1,2
2020,8,max_verstappen,110.0,1,3
2020,8,lance_stroll,57.0,0,4
2020,8,lando_norris,57.0,0,5
2020,8,alexander_albon,48.0,0,6
2020,8,charles_leclerc,45.0,0,7
2020,8,pierre_gasly,43.0,1,8
2020,8,carlos_sainz,41.0,0,9
2020,8,daniel_ricciardo,41.0,0,10
2020,8,sergio_perez,34.0,0,11
2020,8,esteban_ocon,30.0,0,12
2020,8,sebastian_vettel,16.0,0,13
2020,8,nico_hulkenberg,6.0,0,14
2020,8,daniil_kvyat,4.0,0,15
2020,8,antonio_giovinazzi,2.0,0,16
2020,8,kevin_magnussen,1.0,0,17
2020,8,nicholas_latifi,0.0,0,18
2020,8,kimi_raikkonen,0.0,0,19
2020,8,romain_grosjean,0.0,0,20
2020,8,george_russell,0.0,0,21
2020,9,lewis_hamilton,190.0,6,1
2020,9,valtteri_bottas,135.0,1,2
