season,round,lap,driver,position,time
2017,19,37,sainz,12,1:14.349
2017,19,37,wehrlein,13,1:16.358
2017,19,37,ericsson,14,1:15.252
2017,19,37,grosjean,15,1:15.439
2017,19,37,stroll,16,1:15.402
2017,19,37,brendon_hartley,17,1:14.988
2017,19,38,hamilton,1,1:13.520
2017,19,38,vettel,2,1:13.618
2017,19,38,bottas,3,1:13.464
2017,19,38,raikkonen,4,1:13.283
2017,19,38,max_verstappen,5,1:13.132
2017,19,38,ricciardo,6,1:13.783
2017,19,38,massa,7,1:13.934
2017,19,38,alonso,8,1:14.153
2017,19,38,perez,9,1:13.562
2017,19,38,gasly,10,1:15.432
2017,19,38,hulkenberg,11,1:14.614
2017,19,38,sainz,12,1:14.210
2017,19,38,wehrlein,13,1:15.236
2017,19,38,ericsson,14,1:15.183
2017,19,38,grosjean,15,1:15.076
2017,19,38,stroll,16,1:15.205
2017,19,38,brendon_hartley,17,1:14.900
2017,19,39,hamilton,1,1:13.502
2017,19,39,vettel,2,1:13.358
2017,19,39,bottas,3,1:13.146
2017,19,39,raikkonen,4,1:13.196
2017,19,39,max_verstappen,5,1:12.763
2017,19,39,ricciardo,6,1:13.576
2017,19,39,massa,7,1:13.913
2017,19,39,alonso,8,1:13.916
2017,19,39,perez,9,1:13.242
2017,19,39,hulkenberg,10,1:13.867
2017,19,39,gasly,11,1:15.961
2017,19,39,sainz,12,1:14.156
2017,19,39,wehrlein,13,1:14.871
2017,19,39,ericsson,14,1:15.206
2017,19,39,grosjean,15,1:15.141
2017,19,39,stroll,16,1:15.046
2017,19,39,brendon_hartley,17,1:16.564
2017,19,40,hamilton,1,1:13.706
2017,19,40,vettel,2,1:13.216
2017,19,40,bottas,3,1:13.220
2017,19,40,raikkonen,4,1:13.116
2017,19,40,max_verstappen,5,1:13.000
2017,19,40,ricciardo,6,1:13.519
2017,19,40,massa,7,1:14.353
2017,19,40,alonso,8,1:13.917
2017,19,40,perez,9,1:13.750
2017,19,40,hulkenberg,10,1:14.295
2017,19,40,gasly,11,1:15.532
2017,19,40,sainz,12,1:14.333
2017,19,40,wehrlein,13,1:15.027
2017,19,40,ericsson,14,1:15.528
2017,19,40,grosjean,15,1:16.663
2017,19,40,stroll,16,1:17.606
2017,19,40,brendon_hartley,17,1:21.791
2017,19,41,hamilton,1,1:14.757
2017,19,41,vettel,2,1:13.825
2017,19,41,bottas,3,1:14.106
2017,19,41,raikkonen,4,1:13.422
2017,19,41,max_verstappen,5,1:13.078
2017,19,41,ricciardo,6,1:13.917
2017,19,41,massa,7,1:14.196
2017,19,41,alonso,8,1:13.958
2017,19,41,perez,9,1:14.009
2017,19,41,hulkenberg,10,1:14.432
2017,19,41,gasly,11,1:15.660
2017,19,41,sainz,12,1:14.153
2017,19,41,wehrlein,13,1:15.070
2017,19,41,ericsson,14,1:15.351
2017,19,41,grosjean,15,1:16.694
2017,19,41,stroll,16,1:16.167
2017,19,42,hamilton,1,1:13.748
2017,19,42,vettel,2,1:14.415
2017,19,42,bottas,3,1:13.620
2017,19,42,raikkonen,4,1:13.276
2017,19,42,max_verstappen,5,1:12.928
2017,19,42,ricciardo,6,1:14.251
2017,19,42,massa,7,1:14.261
2017,19,42,alonso,8,1:14.073
2017,19,42,perez,9,1:14.100
2017,19,42,hulkenberg,10,1:14.540
2017,19,42,sainz,11,1:15.706
2017,19,42,gasly,12,1:16.163
2017,19,42,wehrlein,13,1:15.124
2017,19,42,ericsson,14,1:15.457
2017,19,42,grosjean,15,1:16.736
2017,19,42,stroll,16,1:17.073
2017,19,43,vettel,1,1:13.693
2017,19,43,hamilton,2,1:19.036
2017,19,43,bottas,3,1:14.597
2017,19,43,raikkonen,4,1:13.450
2017,19,43,max_verstappen,5,1:13.088
2017,19,43,ricciardo,6,1:19.472
2017,19,43,massa,7,1:14.087
2017,19,43,alonso,8,1:14.059
2017,19,43,perez,9,1:14.197
2017,19,43,hulkenberg,10,1:14.541
2017,19,43,sainz,11,1:14.502
2017,19,43,gasly,12,1:16.803
2017,19,43,wehrlein,13,1:15.279
2017,19,43,ericsson,14,1:15.225
2017,19,43,grosjean,15,1:17.457
2017,19,43,stroll,16,1:16.502
2017,19,44,vettel,1,1:13.527
2017,19,44,bottas,2,1:13.191
2017,19,44,raikkonen,3,1:13.412
2017,19,44,max_verstappen,4,1:13.463
2017,19,44,hamilton,5,1:29.255
2017,19,44,massa,6,1:14.089
2017,19,44,alonso,7,1:14.159
2017,19,44,ricciardo,8,1:29.632
2017,19,44,perez,9,1:14.214
2017,19,44,hulkenberg,10,1:14.516
2017,19,44,sainz,11,1:14.701
2017,19,44,wehrlein,12,1:15.483
2017,19,44,gasly,13,1:20.400
2017,19,44,ericsson,14,1:20.958
2017,19,44,grosjean,15,1:17.236
2017,19,44,stroll,16,1:17.105
2017,19,45,vettel,1,1:13.386
2017,19,45,bottas,2,1:13.418
2017,19,45,raikkonen,3,1:13.606
2017,19,45,max_verstappen,4,1:14.700
2017,19,45,hamilton,5,1:12.423
2017,19,45,massa,6,1:14.058
2017,19,45,ricciardo,7,1:12.732
2017,19,45,alonso,8,1:14.747
2017,19,45,perez,9,1:13.685
2017,19,45,hulkenberg,10,1:14.247
2017,19,45,sainz,11,1:14.181
2017,19,45,wehrlein,12,1:15.132
2017,19,45,stroll,13,1:14.882
2017,19,45,grosjean,14,1:16.460
2017,19,45,gasly,15,1:31.797
2017,19,45,ericsson,16,1:32.461
2017,19,46,vettel,1,1:13.129
2017,19,46,bottas,2,1:13.063
2017,19,46,raikkonen,3,1:13.337
2017,19,46,max_verstappen,4,1:13.116
2017,19,46,hamilton,5,1:12.012
2017,19,46,massa,6,1:14.060
2017,19,46,ricciardo,7,1:13.664
2017,19,46,alonso,8,1:13.868
2017,19,46,perez,9,1:13.648
2017,19,46,hulkenberg,10,1:14.247
2017,19,46,sainz,11,1:14.436
2017,19,46,wehrlein,12,1:15.171
2017,19,46,stroll,13,1:14.734
2017,19,46,gasly,14,1:13.521
2017,19,46,grosjean,15,1:17.611
2017,19,46,ericsson,16,1:14.180
2017,19,47,vettel,1,1:13.112
2017,19,47,bottas,2,1:13.143
2017,19,47,raikkonen,3,1:13.024
2017,19,47,max_verstappen,4,1:13.046
2017,19,47,hamilton,5,1:12.328
2017,19,47,ricciardo,6,1:13.884
2017,19,47,massa,7,1:15.238
2017,19,47,alonso,8,1:14.327
2017,19,47,perez,9,1:14.069
2017,19,47,hulkenberg,10,1:14.118
2017,19,47,sainz,11,1:14.471
2017,19,47,wehrlein,12,1:15.418
2017,19,47,gasly,13,1:14.075
2017,19,47,stroll,14,1:16.349
2017,19,47,grosjean,15,1:16.250
2017,19,47,ericsson,16,1:14.161
2017,19,48,vettel,1,1:12.985
2017,19,48,bottas,2,1:13.205
2017,19,48,raikkonen,3,1:13.321
2017,19,48,max_verstappen,4,1:13.141
2017,19,48,hamilton,5,1:13.774
2017,19,48,ricciardo,6,1:13.851
2017,19,48,massa,7,1:14.309
2017,19,48,alonso,8,1:14.377
2017,19,48,perez,9,1:14.043
2017,19,48,hulkenberg,10,1:14.204
2017,19,48,sainz,11,1:14.373
2017,19,48,wehrlein,12,1:16.458
2017,19,48,gasly,13,1:15.358
2017,19,48,stroll,14,1:15.219
2017,19,48,ericsson,15,1:14.345
2017,19,48,grosjean,16,1:21.157
2017,19,49,vettel,1,1:13.343
2017,19,49,bottas,2,1:13.585
2017,19,49,raikkonen,3,1:13.225
2017,19,49,max_verstappen,4,1:13.137
2017,19,49,hamilton,5,1:12.939
2017,19,49,ricciardo,6,1:13.512
2017,19,49,massa,7,1:14.152
2017,19,49,alonso,8,1:14.036
2017,19,49,perez,9,1:13.885
2017,19,49,hulkenberg,10,1:14.053
2017,19,49,sainz,11,1:14.265
2017,19,49,wehrlein,12,1:17.156
2017,19,49,gasly,13,1:13.962
2017,19,49,stroll,14,1:14.883
2017,19,49,ericsson,15,1:14.156
2017,19,49,grosjean,16,1:44.760
2017,19,50,vettel,1,1:13.170
2017,19,50,bottas,2,1:13.252
2017,19,50,raikkonen,3,1:13.547
2017,19,50,max_verstappen,4,1:13.211
2017,19,50,hamilton,5,1:12.641
2017,19,50,ricciardo,6,1:13.151
2017,19,50,massa,7,1:13.906
2017,19,50,alonso,8,1:13.843
2017,19,50,perez,9,1:13.851
2017,19,50,hulkenberg,10,1:14.347
2017,19,50,sainz,11,1:14.528
2017,19,50,wehrlein,12,1:15.603
2017,19,50,gasly,13,1:14.395
2017,19,50,stroll,14,1:15.181
2017,19,50,ericsson,15,1:14.478
2017,19,50,grosjean,16,1:14.876
2017,19,51,vettel,1,1:13.372
2017,19,51,bottas,2,1:13.376
2017,19,51,raikkonen,3,1:13.200
2017,19,51,max_verstappen,4,1:13.939
2017,19,51,hamilton,5,1:12.456
2017,19,51,ricciardo,6,1:13.112
2017,19,51,massa,7,1:13.911
2017,19,51,alonso,8,1:13.981
2017,19,51,perez,9,1:13.884
2017,19,51,hulkenberg,10,1:14.479
2017,19,51,sainz,11,1:14.642
2017,19,51,wehrlein,12,1:16.386
2017,19,51,gasly,13,1:14.292
2017,19,51,stroll,14,1:14.758
2017,19,51,ericsson,15,1:14.390
2017,19,51,grosjean,16,1:15.970
2017,19,52,vettel,1,1:13.406
2017,19,52,bottas,2,1:13.171
2017,19,52,raikkonen,3,1:12.788
2017,19,52,max_verstappen,4,1:13.501
2017,19,52,hamilton,5,1:12.355
2017,19,52,ricciardo,6,1:13.836
2017,19,52,massa,7,1:13.979
2017,19,52,alonso,8,1:13.923
2017,19,52,perez,9,1:13.991
2017,19,52,hulkenberg,10,1:14.425
2017,19,52,sainz,11,1:14.543
2017,19,52,wehrlein,12,1:16.445
2017,19,52,gasly,13,1:14.133
2017,19,52,stroll,14,1:15.340
2017,19,52,ericsson,15,1:14.428
2017,19,52,grosjean,16,1:14.394
2017,19,53,vettel,1,1:13.139
2017,19,53,bottas,2,1:13.229
2017,19,53,raikkonen,3,1:13.550
2017,19,53,max_verstappen,4,1:13.370
2017,19,53,hamilton,5,1:12.912
2017,19,53,ricciardo,6,1:14.111
2017,19,53,massa,7,1:13.956
2017,19,53,alonso,8,1:13.822
2017,19,53,perez,9,1:13.710
2017,19,53,hulkenberg,10,1:14.049
2017,19,53,sainz,11,1:14.281
2017,19,53,wehrlein,12,1:14.977
2017,19,53,gasly,13,1:13.818
2017,19,53,stroll,14,1:14.921
2017,19,53,ericsson,15,1:14.139
2017,19,53,grosjean,16,1:14.338
2017,19,54,vettel,1,1:12.983
2017,19,54,bottas,2,1:12.960
2017,19,54,raikkonen,3,1:13.044
2017,19,54,max_verstappen,4,1:13.048
2017,19,54,hamilton,5,1:12.712
2017,19,54,ricciardo,6,1:14.086
2017,19,54,massa,7,1:14.001
2017,19,54,alonso,8,1:13.655
2017,19,54,perez,9,1:13.552
2017,19,54,hulkenberg,10,1:14.369
2017,19,54,sainz,11,1:14.370
2017,19,54,wehrlein,12,1:15.157
2017,19,54,gasly,13,1:13.971
2017,19,54,stroll,14,1:14.825
2017,19,54,ericsson,15,1:14.039
2017,19,54,grosjean,16,1:14.440
2017,19,55,vettel,1,1:13.206
2017,19,55,bottas,2,1:13.109
2017,19,55,raikkonen,3,1:13.189
2017,19,55,max_verstappen,4,1:13.062
2017,19,55,hamilton,5,1:12.598
2017,19,55,ricciardo,6,1:14.254
2017,19,55,massa,7,1:14.026
2017,19,55,alonso,8,1:13.969
2017,19,55,perez,9,1:13.708
2017,19,55,hulkenberg,10,1:14.077
2017,19,55,sainz,11,1:15.619
2017,19,55,wehrlein,12,1:15.124
2017,19,55,gasly,13,1:13.870
2017,19,55,stroll,14,1:14.227
2017,19,55,ericsson,15,1:14.134
2017,19,55,grosjean,16,1:14.205
2017,19,56,vettel,1,1:13.070
2017,19,56,bottas,2,1:13.240
2017,19,56,raikkonen,3,1:12.968
2017,19,56,max_verstappen,4,1:13.074
2017,19,56,hamilton,5,1:12.419
2017,19,56,ricciardo,6,1:13.810
2017,19,56,massa,7,1:13.522
2017,19,56,alonso,8,1:13.541
2017,19,56,perez,9,1:13.511
2017,19,56,hulkenberg,10,1:13.909
2017,19,56,sainz,11,1:16.883
2017,19,56,wehrlein,12,1:15.150
2017,19,56,gasly,13,1:13.630
2017,19,56,stroll,14,1:14.246
2017,19,56,ericsson,15,1:13.866
2017,19,56,grosjean,16,1:13.880
2017,19,57,vettel,1,1:12.903
2017,19,57,bottas,2,1:12.788
2017,19,57,raikkonen,3,1:13.513
2017,19,57,max_verstappen,4,1:13.008
2017,19,57,hamilton,5,1:12.020
2017,19,57,ricciardo,6,1:13.624
2017,19,57,massa,7,1:13.589
2017,19,57,alonso,8,1:13.451
2017,19,57,perez,9,1:13.315
2017,19,57,hulkenberg,10,1:13.758
2017,19,57,sainz,11,1:14.304
2017,19,57,wehrlein,12,1:15.255
2017,19,57,gasly,13,1:14.601
2017,19,57,stroll,14,1:13.987
2017,19,57,ericsson,15,1:13.760
2017,19,57,grosjean,16,1:16.275
2017,19,58,vettel,1,1:12.763
2017,19,58,bottas,2,1:12.466
2017,19,58,raikkonen,3,1:12.663
2017,19,58,max_verstappen,4,1:13.095
2017,19,58,hamilton,5,1:12.357
2017,19,58,ricciardo,6,1:13.080
2017,19,58,massa,7,1:13.520
2017,19,58,alonso,8,1:13.660
2017,19,58,perez,9,1:13.134
2017,19,58,hulkenberg,10,1:13.952
2017,19,58,sainz,11,1:13.950
2017,19,58,gasly,12,1:14.782
2017,19,58,wehrlein,13,1:16.454
2017,19,58,stroll,14,1:14.260
2017,19,58,ericsson,15,1:14.086
2017,19,58,grosjean,16,1:17.580
2017,19,59,vettel,1,1:13.156
2017,19,59,bottas,2,1:12.902
2017,19,59,raikkonen,3,1:12.638
2017,19,59,hamilton,4,1:12.523
2017,19,59,max_verstappen,5,1:15.027
2017,19,59,ricciardo,6,1:13.083
2017,19,59,massa,7,1:13.648
2017,19,59,alonso,8,1:13.669
2017,19,59,perez,9,1:13.217
2017,19,59,hulkenberg,10,1:13.937
2017,19,59,sainz,11,1:15.548
2017,19,59,gasly,12,1:13.988
2017,19,59,wehrlein,13,1:15.262
2017,19,59,stroll,14,1:14.474
2017,19,59,ericsson,15,1:13.934
2017,19,59,grosjean,16,1:13.926
2017,19,60,vettel,1,1:12.976
2017,19,60,bottas,2,1:13.035
2017,19,60,raikkonen,3,1:12.732
2017,19,60,hamilton,4,1:11.932
2017,19,60,max_verstappen,5,1:14.136
2017,19,60,ricciardo,6,1:13.068
2017,19,60,massa,7,1:13.452
2017,19,60,alonso,8,1:13.488
2017,19,60,perez,9,1:13.222
2017,19,60,hulkenberg,10,1:13.972
2017,19,60,sainz,11,1:13.862
2017,19,60,gasly,12,1:13.445
2017,19,60,wehrlein,13,1:14.812
2017,19,60,stroll,14,1:14.584
2017,19,60,ericsson,15,1:14.548
2017,19,60,grosjean,16,1:15.280
2017,19,61,vettel,1,1:12.739
2017,19,61,bottas,2,1:12.585
2017,19,61,raikkonen,3,1:12.492
2017,19,61,hamilton,4,1:12.255
2017,19,61,max_verstappen,5,1:13.501
2017,19,61,ricciardo,6,1:12.865
2017,19,61,massa,7,1:13.618
2017,19,61,alonso,8,1:13.580
2017,19,61,perez,9,1:13.052
2017,19,61,hulkenberg,10,1:14.881
2017,19,61,sainz,11,1:13.865
2017,19,61,gasly,12,1:13.323
2017,19,61,wehrlein,13,1:14.968
2017,19,61,stroll,14,1:14.701
2017,19,61,ericsson,15,1:14.891
2017,19,61,grosjean,16,1:14.237
2017,19,62,vettel,1,1:12.894
2017,19,62,bottas,2,1:12.787
2017,19,62,raikkonen,3,1:12.709
2017,19,62,hamilton,4,1:11.918
2017,19,62,max_verstappen,5,1:18.899
2017,19,62,ricciardo,6,1:12.456
2017,19,62,massa,7,1:13.641
2017,19,62,alonso,8,1:13.647
2017,19,62,perez,9,1:13.278
2017,19,62,hulkenberg,10,1:18.771
2017,19,62,sainz,11,1:13.981
2017,19,62,gasly,12,1:13.527
2017,19,62,wehrlein,13,1:15.965
2017,19,62,stroll,14,1:14.396
2017,19,62,ericsson,15,1:14.512
2017,19,62,grosjean,16,1:13.981
2017,19,63,vettel,1,1:12.539
2017,19,63,bottas,2,1:12.982
2017,19,63,raikkonen,3,1:12.928
2017,19,63,hamilton,4,1:11.845
2017,19,63,max_verstappen,5,1:29.246
2017,19,63,ricciardo,6,1:12.263
2017,19,63,massa,7,1:13.605
2017,19,63,alonso,8,1:13.650
2017,19,63,perez,9,1:13.523
2017,19,63,hulkenberg,10,1:15.341
2017,19,63,sainz,11,1:13.869
2017,19,63,gasly,12,1:13.428
2017,19,63,wehrlein,13,1:15.261
2017,19,63,stroll,14,1:14.672
2017,19,63,ericsson,15,1:14.279
2017,19,63,grosjean,16,1:14.252
2017,19,64,vettel,1,1:12.782
2017,19,64,bottas,2,1:12.660
2017,19,64,raikkonen,3,1:12.595
2017,19,64,hamilton,4,1:12.309
2017,19,64,max_verstappen,5,1:11.044
2017,19,64,ricciardo,6,1:13.558
2017,19,64,massa,7,1:14.108
2017,19,64,alonso,8,1:13.780
2017,19,64,perez,9,1:13.510
2017,19,64,hulkenberg,10,1:14.128
2017,19,64,sainz,11,1:14.076
2017,19,64,gasly,12,1:13.578
2017,19,64,wehrlein,13,1:15.448
2017,19,64,stroll,14,1:15.104
2017,19,64,ericsson,15,1:15.341
2017,19,64,grosjean,16,1:13.699
2017,19,65,vettel,1,1:12.714
2017,19,65,bottas,2,1:12.677
2017,19,65,raikkonen,3,1:12.736
2017,19,65,hamilton,4,1:12.171
2017,19,65,max_verstappen,5,1:12.448
2017,19,65,ricciardo,6,1:13.689
2017,19,65,massa,7,1:14.400
2017,19,65,alonso,8,1:14.309
2017,19,65,perez,9,1:13.928
2017,19,65,hulkenberg,10,1:14.115
2017,19,65,sainz,11,1:13.861
2017,19,65,gasly,12,1:13.527
2017,19,65,wehrlein,13,1:15.520
2017,19,65,stroll,14,1:15.794
2017,19,65,ericsson,15,1:15.924
2017,19,65,grosjean,16,1:14.168
2017,19,66,vettel,1,1:12.849
2017,19,66,bottas,2,1:12.552
2017,19,66,raikkonen,3,1:12.672
2017,19,66,hamilton,4,1:12.119
2017,19,66,max_verstappen,5,1:12.541
2017,19,66,ricciardo,6,1:14.064
2017,19,66,massa,7,1:14.420
2017,19,66,alonso,8,1:14.448
2017,19,66,perez,9,1:14.290
2017,19,66,hulkenberg,10,1:14.118
2017,19,66,sainz,11,1:14.224
2017,19,66,gasly,12,1:14.732
2017,19,66,wehrlein,13,1:16.919
2017,19,66,stroll,14,1:15.517
2017,19,66,ericsson,15,1:15.448
2017,19,66,grosjean,16,1:13.532
2017,19,67,vettel,1,1:12.704
2017,19,67,bottas,2,1:12.660
2017,19,67,raikkonen,3,1:12.988
2017,19,67,hamilton,4,1:13.150
2017,19,67,max_verstappen,5,1:12.738
2017,19,67,ricciardo,6,1:14.502
2017,19,67,massa,7,1:14.920
2017,19,67,alonso,8,1:14.851
2017,19,67,perez,9,1:14.830
2017,19,67,hulkenberg,10,1:13.770
2017,19,67,sainz,11,1:13.625
2017,19,67,gasly,12,1:13.475
2017,19,67,wehrlein,13,1:15.642
2017,19,67,ericsson,14,1:14.474
2017,19,67,grosjean,15,1:13.994
2017,19,67,stroll,16,2:00.270
2017,19,68,vettel,1,1:12.610
2017,19,68,bottas,2,1:12.697
2017,19,68,raikkonen,3,1:12.581
2017,19,68,hamilton,4,1:12.694
2017,19,68,max_verstappen,5,1:12.231
2017,19,68,ricciardo,6,1:12.575
2017,19,68,massa,7,1:14.436
2017,19,68,alonso,8,1:14.511
2017,19,68,perez,9,1:14.473
2017,19,68,hulkenberg,10,1:14.309
2017,19,68,sainz,11,1:13.959
2017,19,68,gasly,12,1:14.502
2017,19,68,ericsson,13,1:14.371
2017,19,68,wehrlein,14,1:16.979
2017,19,68,grosjean,15,1:13.963
2017,19,68,stroll,16,1:33.077
2017,19,69,vettel,1,1:12.603
2017,19,69,bottas,2,1:12.551
2017,19,69,raikkonen,3,1:12.988
2017,19,69,hamilton,4,1:12.789
2017,19,69,max_verstappen,5,1:12.434
2017,19,69,ricciardo,6,1:12.506
2017,19,69,massa,7,1:15.066
2017,19,69,alonso,8,1:14.834
2017,19,69,perez,9,1:14.954
2017,19,69,hulkenberg,10,1:13.854
2017,19,69,sainz,11,1:13.828
2017,19,69,gasly,12,1:13.502
2017,19,69,ericsson,13,1:14.125
2017,19,69,wehrlein,14,1:16.903
2017,19,69,grosjean,15,1:13.799
2017,19,69,stroll,16,1:11.862
2017,19,70,vettel,1,1:12.719
2017,19,70,bottas,2,1:13.047
2017,19,70,raikkonen,3,1:12.672
2017,19,70,hamilton,4,1:12.549
2017,19,70,max_verstappen,5,1:12.239
2017,19,70,ricciardo,6,1:12.286
2017,19,70,massa,7,1:14.784
2017,19,70,alonso,8,1:14.779
2017,19,70,perez,9,1:14.665
2017,19,70,hulkenberg,10,1:13.949
2017,19,70,sainz,11,1:14.255
2017,19,70,gasly,12,1:15.181
2017,19,70,ericsson,13,1:13.666
2017,19,70,wehrlein,14,1:17.183
2017,19,71,vettel,1,1:12.971
2017,19,71,bottas,2,1:13.274
2017,19,71,raikkonen,3,1:12.809
2017,19,71,hamilton,4,1:13.168
2017,19,71,max_verstappen,5,1:12.637
2017,19,71,ricciardo,6,1:12.029
2017,19,71,massa,7,1:15.619
2017,19,71,alonso,8,1:15.716
2017,19,71,perez,9,1:15.539
2017,20,1,bottas,1,1:45.087
2017,20,1,hamilton,2,1:46.379
2017,20,1,vettel,3,1:47.471
2017,20,1,ricciardo,4,1:48.493
2017,20,1,raikkonen,5,1:49.340
2017,20,1,max_verstappen,6,1:50.038
2017,20,1,hulkenberg,7,1:51.156
2017,20,1,perez,8,1:52.161
2017,20,1,ocon,9,1:52.913
2017,20,1,massa,10,1:53.450
2017,20,1,alonso,11,1:53.969
2017,20,1,sainz,12,1:54.443
2017,20,1,stroll,13,1:55.043
2017,20,1,grosjean,14,1:55.433
2017,20,1,vandoorne,15,1:55.938
2017,20,1,gasly,16,1:56.701
2017,20,1,wehrlein,17,1:57.676
2017,20,1,brendon_hartley,18,1:58.569
2017,20,1,ericsson,19,1:59.223
2017,20,1,kevin_magnussen,20,2:00.490
2017,20,2,bottas,1,1:43.166
2017,20,2,hamilton,2,1:43.405
2017,20,2,vettel,3,1:43.632
2017,20,2,ricciardo,4,1:44.414
2017,20,2,raikkonen,5,1:44.505
2017,20,2,max_verstappen,6,1:44.764
2017,20,2,hulkenberg,7,1:45.112
2017,20,2,perez,8,1:46.008
2017,20,2,ocon,9,1:46.445
2017,20,2,massa,10,1:46.972
2017,20,2,alonso,11,1:47.148
2017,20,2,sainz,12,1:47.292
2017,20,2,stroll,13,1:47.563
2017,20,2,grosjean,14,1:47.792
2017,20,2,vandoorne,15,1:48.599
2017,20,2,gasly,16,1:48.349
2017,20,2,wehrlein,17,1:48.260
2017,20,2,brendon_hartley,18,1:48.460
2017,20,2,ericsson,19,1:49.292
2017,20,2,kevin_magnussen,20,1:48.699
2017,20,3,bottas,1,1:43.353
2017,20,3,hamilton,2,1:43.246
2017,20,3,vettel,3,1:43.689
2017,20,3,ricciardo,4,1:43.736
2017,20,3,raikkonen,5,1:43.998
2017,20,3,max_verstappen,6,1:44.019
2017,20,3,hulkenberg,7,1:44.602
2017,20,3,perez,8,1:45.468
2017,20,3,ocon,9,1:45.546
2017,20,3,massa,10,1:45.588
2017,20,3,alonso,11,1:45.895
2017,20,3,sainz,12,1:45.970
2017,20,3,stroll,13,1:46.383
2017,20,3,grosjean,14,1:46.431
2017,20,3,vandoorne,15,1:47.277
2017,20,3,gasly,16,1:47.680
2017,20,3,wehrlein,17,1:47.645
2017,20,3,brendon_hartley,18,1:47.396
2017,20,3,ericsson,19,1:47.167
2017,20,3,kevin_magnussen,20,1:47.403
2017,20,4,bottas,1,1:43.360
2017,20,4,hamilton,2,1:43.137
2017,20,4,vettel,3,1:43.422
2017,20,4,ricciardo,4,1:43.442
2017,20,4,raikkonen,5,1:43.935
2017,20,4,max_verstappen,6,1:43.926
2017,20,4,hulkenberg,7,1:44.510
2017,20,4,perez,8,1:44.822
2017,20,4,ocon,9,1:45.017
2017,20,4,massa,10,1:45.561
2017,20,4,alonso,11,1:45.576
2017,20,4,sainz,12,1:45.613
2017,20,4,stroll,13,1:45.713
2017,20,4,grosjean,14,1:45.777
2017,20,4,vandoorne,15,1:46.186
2017,20,4,gasly,16,1:46.337
2017,20,4,wehrlein,17,1:46.837
2017,20,4,brendon_hartley,18,1:47.003
2017,20,4,ericsson,19,1:47.085
2017,20,4,kevin_magnussen,20,1:46.760
2017,20,5,bottas,1,1:43.011
2017,20,5,hamilton,2,1:43.127
2017,20,5,vettel,3,1:43.319
2017,20,5,ricciardo,4,1:43.432
2017,20,5,raikkonen,5,1:44.023
2017,20,5,max_verstappen,6,1:43.974
2017,20,5,hulkenberg,7,1:44.769
2017,20,5,perez,8,1:44.730
2017,20,5,ocon,9,1:45.020
2017,20,5,massa,10,1:45.595
2017,20,5,alonso,11,1:45.504
2017,20,5,sainz,12,1:45.639
2017,20,5,stroll,13,1:45.831
2017,20,5,grosjean,14,1:45.726
2017,20,5,vandoorne,15,1:46.579
2017,20,5,gasly,16,1:46.497
2017,20,5,wehrlein,17,1:46.765
2017,20,5,brendon_hartley,18,1:47.117
2017,20,5,ericsson,19,1:47.029
2017,20,5,kevin_magnussen,20,1:47.197
2017,20,6,bottas,1,1:42.826
2017,20,6,hamilton,2,1:43.142
2017,20,6,vettel,3,1:43.156
2017,20,6,ricciardo,4,1:43.216
2017,20,6,raikkonen,5,1:43.402
2017,20,6,max_verstappen,6,1:43.537
2017,20,6,hulkenberg,7,1:44.513
2017,20,6,perez,8,1:44.685
2017,20,6,ocon,9,1:44.800
2017,20,6,massa,10,1:45.420
2017,20,6,alonso,11,1:45.598
2017,20,6,sainz,12,1:45.507
2017,20,6,stroll,13,1:46.800
2017,20,6,grosjean,14,1:46.921
2017,20,6,vandoorne,15,1:46.319
2017,20,6,gasly,16,1:46.507
2017,20,6,wehrlein,17,1:46.643
2017,20,6,brendon_hartley,18,1:46.764
2017,20,6,ericsson,19,1:46.905
2017,20,6,kevin_magnussen,20,1:46.957
2017,20,7,bottas,1,1:42.825
2017,20,7,hamilton,2,1:43.050
2017,20,7,vettel,3,1:43.198
2017,20,7,ricciardo,4,1:43.242
2017,20,7,raikkonen,5,1:43.465
2017,20,7,max_verstappen,6,1:43.970
2017,20,7,hulkenberg,7,1:44.375
2017,20,7,perez,8,1:44.329
2017,20,7,ocon,9,1:44.811
2017,20,7,massa,10,1:45.106
2017,20,7,alonso,11,1:45.636
2017,20,7,sainz,12,1:45.605
2017,20,7,stroll,13,1:46.300
2017,20,7,grosjean,14,1:46.225
2017,20,7,vandoorne,15,1:46.266
2017,20,7,gasly,16,1:46.565
2017,20,7,wehrlein,17,1:46.384
2017,20,7,brendon_hartley,18,1:46.772
2017,20,7,kevin_magnussen,19,1:46.344
2017,20,7,ericsson,20,1:48.109
2017,20,8,bottas,1,1:42.861
2017,20,8,hamilton,2,1:42.942
2017,20,8,vettel,3,1:43.019
2017,20,8,ricciardo,4,1:43.176
2017,20,8,raikkonen,5,1:43.883
2017,20,8,max_verstappen,6,1:43.814
2017,20,8,hulkenberg,7,1:44.269
2017,20,8,perez,8,1:44.372
2017,20,8,ocon,9,1:44.761
2017,20,8,massa,10,1:45.147
2017,20,8,alonso,11,1:45.197
2017,20,8,sainz,12,1:45.460
2017,20,8,stroll,13,1:46.085
2017,20,8,grosjean,14,1:46.034
2017,20,8,vandoorne,15,1:46.200
2017,20,8,gasly,16,1:46.379
2017,20,8,wehrlein,17,1:46.493
2017,20,8,brendon_hartley,18,1:46.614
